store_code,report_date,ro_count,labor_sales,parts_sales,labor_hours,cp_labor_sales,warranty_labor_sales,internal_labor_sales
CR1,2026-08-07,21,5447.71,4787.39,35.3,3905.33,1348.61,193.77
CR1,2026-08-08,21,5124.46,4377.83,36.3,3380.24,786.37,957.85
CR1,2026-08-09,2,824.46,578.45,5.3,573.12,251.34,0.00
CR1,2026-08-10,34,8352.43,7998.76,54.2,6161.78,2057.76,132.89
CR1,2026-08-11,36,10206.08,8393.33,66.7,7325.54,2389.38,491.16
CR1,2026-08-12,37,9399.38,7396.14,60.7,7130.96,1861.37,407.05
CR1,2026-08-13,42,9856.15,8589.35,69.6,6494.30,1692.88,1668.97
CR1,2026-08-14,39,12127.70,10219.11,80.9,7984.55,3201.82,941.33
CR1,2026-08-15,33,10117.43,9974.25,66.4,6532.91,3055.13,529.39
CR1,2026-08-16,6,1745.56,1560.79,10.7,1382.28,363.28,0.00
CR1,2026-08-17,35,9982.78,8607.20,68.9,5855.01,3246.64,881.13
CR1,2026-08-18,35,8319.13,6359.97,54.5,6061.38,1714.32,543.43
CR1,2026-08-19,47,13102.89,10181.13,88.0,8693.66,3041.28,1367.95
CR1,2026-08-20,43,11111.05,9676.47,75.8,7495.33,2270.97,1344.75
CR1,2026-08-21,37,7757.07,5989.46,53.6,5015.77,1804.47,936.83
CR1,2026-08-22,33,8446.95,6279.83,54.5,7004.08,988.74,454.13
CR1,2026-08-23,6,1469.32,672.31,9.2,1093.64,375.68,0.00
CR1,2026-08-24,37,10130.05,8686.44,65.0,7895.81,1870.20,364.04
CR1,2026-08-25,31,7748.62,6446.31,53.4,5285.03,1574.16,889.43
CR1,2026-08-26,24,6608.66,5316.47,41.3,5540.79,960.59,107.28
CR1,2026-08-27,30,7924.76,5291.20,52.0,5764.49,1777.44,382.83
CR1,2026-08-28,26,6048.48,6228.15,41.3,4221.56,895.35,931.57
CR1,2026-08-29,16,4596.09,3611.60,29.2,3669.85,768.14,158.10
CR1,2026-08-30,4,941.35,886.99,6.9,460.99,297.69,182.67
CR1,2026-08-31,34,7847.46,6767.30,52.2,4800.34,2720.55,326.57
CR1,2026-09-01,35,9249.66,6757.28,58.1,8221.39,542.05,486.22
CR1,2026-09-02,34,8078.42,6805.63,53.3,5365.29,2134.12,579.01
CR1,2026-09-03,22,6634.12,5646.67,42.4,5225.45,1188.32,220.35
CR1,2026-09-04,21,5929.29,4984.66,39.2,3746.94,1899.31,283.04
CR1,2026-09-05,13,4444.96,3430.95,27.2,3805.36,639.60,0.00
CR2,2025-09-01,14,3045.33,2450.45,24.1,1395.51,509.36,1140.46
CR2,2025-09-02,27,6206.71,5676.90,41.1,4046.93,1840.00,319.78
CR2,2025-09-03,24,5747.18,4480.46,40.5,3184.46,1779.12,783.60
CR2,2025-09-04,30,7455.74,5906.93,47.6,6322.93,790.04,342.77
CR2,2025-09-05,19,4555.48,3267.42,30.1,3109.06,1246.38,200.04
CR2,2025-09-06,18,4912.71,4354.78,32.0,3696.86,930.75,285.10
CR2,2025-09-07,3,654.64,488.37,3.9,654.64,0.00,0.00
CR2,2025-09-08,18,5264.48,3619.24,32.9,4555.69,618.30,90.49
CR2,2025-09-09,19,4531.99,3971.45,30.4,3328.46,822.73,380.80
CR2,2025-09-10,22,5512.87,4057.36,34.9,4469.54,809.53,233.80
CR2,2025-09-11,24,6351.51,4870.35,42.4,4353.59,1648.70,349.22
CR2,2025-09-12,20,4799.82,4300.02,32.8,2467.66,1969.51,362.65
CR2,2025-09-13,11,2934.92,2465.54,18.4,2488.58,297.43,148.91
CR2,2025-09-14,2,553.86,409.72,3.3,553.86,0.00,0.00
CR2,2025-09-15,18,4346.17,4003.22,32.1,2333.94,1028.08,984.15
CR2,2025-09-16,25,5816.27,4258.50,40.3,2942.35,2364.35,509.57
CR2,2025-09-17,19,4651.82,3758.61,32.3,2924.57,1049.64,677.61
CR2,2025-09-18,28,6314.02,5300.21,41.8,4277.21,1721.24,315.57
CR2,2025-09-19,30,7441.23,5840.35,49.3,5646.97,1179.04,615.22
CR2,2025-09-20,26,6898.87,6722.89,43.4,5743.32,1041.92,113.63
CR2,2025-09-21,8,1866.09,1655.73,13.2,746.25,965.66,154.18
CR2,2025-09-22,23,4696.54,3839.72,30.9,3536.30,965.61,194.63
CR2,2025-09-23,31,8287.63,7654.19,55.2,5201.21,2677.45,408.97
CR2,2025-09-24,26,6087.64,4103.74,39.7,4623.06,1139.48,325.10
CR2,2025-09-25,17,4548.40,2473.19,30.9,2734.76,1422.14,391.50
CR2,2025-09-26,22,5120.90,4034.20,35.4,3781.83,453.27,885.80
CR2,2025-09-27,8,1495.26,1495.41,11.1,828.94,316.38,349.94
CR2,2025-09-28,5,981.49,1162.46,7.5,615.75,41.63,324.11
CR2,2025-09-29,23,5552.80,4350.88,37.3,4625.39,187.90,739.51
CR2,2025-09-30,31,8775.18,6378.57,59.5,5986.95,1965.06,823.17
CR2,2025-10-01,22,5233.04,4743.69,38.3,2402.26,1838.86,991.92
CR2,2025-10-02,24,6462.98,6001.42,41.6,5150.65,939.00,373.33
CR2,2025-10-03,27,6442.71,5470.80,44.0,5086.87,356.90,998.94
CR2,2025-10-04,13,3446.98,2906.92,24.6,2204.46,571.27,671.25
CR2,2025-10-05,3,866.86,677.29,5.2,866.86,0.00,0.00
CR2,2025-10-06,26,7866.95,7398.58,50.7,6408.51,791.86,666.58
CR2,2025-10-07,10,2684.43,2301.86,18.0,1537.27,1028.17,118.99
CR2,2025-10-08,31,8739.61,7952.20,58.5,6723.43,976.48,1039.70
CR2,2025-10-09,21,4903.73,4298.69,31.7,4015.02,555.13,333.58
CR2,2025-10-10,21,4903.40,3662.84,34.6,2584.99,1801.56,516.85
CR2,2025-10-11,13,3773.34,1893.18,24.6,3104.20,315.38,353.76
CR2,2025-10-12,7,2038.78,665.10,13.6,1231.15,807.63,0.00
CR2,2025-10-13,27,7423.11,6996.39,50.5,4743.25,1833.99,845.87
CR2,2025-10-14,28,7414.51,5851.18,49.1,4755.75,2215.67,443.09
CR2,2025-10-15,35,8209.96,6918.98,55.5,5530.67,1951.26,728.03
CR2,2025-10-16,34,9310.19,8674.91,63.7,6974.56,1089.58,1246.05
CR2,2025-10-17,15,2985.56,2690.94,21.0,1600.53,1016.60,368.43
CR2,2025-10-18,17,4305.09,2761.21,29.7,2523.37,1402.51,379.21
CR2,2025-10-19,2,702.96,720.56,4.2,702.96,0.00,0.00
CR2,2025-10-20,20,6265.40,5680.70,39.4,5111.70,1153.70,0.00
CR2,2025-10-21,19,5056.17,4671.36,31.9,3850.25,1205.92,0.00
CR2,2025-10-22,23,5450.94,5163.21,37.7,3363.61,1419.42,667.91
CR2,2025-10-23,30,6659.65,4586.13,43.5,5006.55,1131.29,521.81
CR2,2025-10-24,24,5477.28,4002.99,39.4,2710.51,2045.54,721.23
CR2,2025-10-25,7,1183.43,1066.08,8.5,764.43,195.20,223.80
CR2,2025-10-26,4,918.97,731.23,6.0,488.13,430.84,0.00
CR2,2025-10-27,30,8586.41,6927.96,54.6,7675.13,384.44,526.84
CR2,2025-10-28,14,4591.12,3408.32,29.8,3333.72,1151.87,105.53
CR2,2025-10-29,34,8858.46,6804.74,59.5,5843.24,2261.03,754.19
CR2,2025-10-30,21,4047.55,3452.58,27.8,2707.34,808.55,531.66
CR2,2025-10-31,18,4137.87,4060.76,28.5,2633.48,1078.87,425.52
CR2,2025-11-01,16,4860.30,3668.07,31.0,3805.02,883.52,171.76
CR2,2025-11-02,2,685.04,568.90,4.6,436.81,248.23,0.00
CR2,2025-11-03,16,3431.87,2991.40,25.3,1792.06,910.80,729.01
CR2,2025-11-04,27,7580.52,6006.23,51.3,5163.53,1608.23,808.76
CR2,2025-11-05,29,7659.84,5519.83,50.6,6208.54,625.47,825.83
CR2,2025-11-06,18,4989.80,4565.20,31.5,4374.19,330.84,284.77
CR2,2025-11-07,34,8195.09,6631.30,55.5,5755.52,1701.63,737.94
CR2,2025-11-08,11,2269.44,2250.64,15.2,1731.63,259.22,278.59
CR2,2025-11-09,4,983.83,311.33,7.2,520.64,232.71,230.48
CR2,2025-11-10,25,7233.85,4499.92,45.7,5920.59,980.13,333.13
CR2,2025-11-11,33,8287.48,6070.66,55.3,5409.54,2103.17,774.77
CR2,2025-11-12,24,5774.69,5298.95,35.7,4938.76,835.93,0.00
CR2,2025-11-13,27,6082.31,5622.06,42.5,4096.01,942.33,1043.97
CR2,2025-11-14,27,7535.53,6313.29,46.7,6640.91,736.23,158.39
CR2,2025-11-15,20,5351.17,4021.26,38.4,3114.64,1244.47,992.06
CR2,2025-11-16,8,1319.46,1222.57,10.3,572.51,399.81,347.14
CR2,2025-11-17,8,1782.93,1763.31,13.3,459.36,1062.47,261.10
CR2,2025-11-18,26,6376.43,5812.95,40.4,5370.60,738.76,267.07
CR2,2025-11-19,31,8245.28,7321.12,54.5,5761.40,1930.69,553.19
CR2,2025-11-20,22,5322.44,4625.93,37.5,3466.82,953.60,902.02
CR2,2025-11-21,30,8746.99,7255.76,56.7,6768.63,1316.24,662.12
CR2,2025-11-22,19,5024.88,3606.62,35.7,3241.75,670.00,1113.13
CR2,2025-11-23,7,1516.64,1489.30,10.5,976.62,304.25,235.77
CR2,2025-11-24,16,3901.88,2713.13,24.5,2799.13,1102.75,0.00
CR2,2025-11-25,24,5072.50,4326.88,35.3,3210.49,1081.55,780.46
CR2,2025-11-26,28,6569.26,5875.38,44.1,5008.60,779.52,781.14
CR2,2025-11-27,28,6827.89,6280.95,45.9,4921.23,1285.49,621.17
CR2,2025-11-28,21,5685.54,4249.83,35.9,4798.81,710.26,176.47
CR2,2025-11-29,17,4052.28,3832.70,27.7,2610.20,999.96,442.12
CR2,2025-11-30,3,1080.39,1049.82,6.3,1080.39,0.00,0.00
CR2,2025-12-01,21,6051.51,5171.86,40.9,4332.33,942.69,776.49
CR2,2025-12-02,28,5898.29,5321.17,39.8,3447.00,1951.88,499.41
CR2,2025-12-03,27,5971.87,4634.08,42.2,3993.04,523.87,1454.96
CR2,2025-12-04,34,7770.91,6782.77,53.1,5040.06,1862.51,868.34
CR2,2025-12-05,29,7519.60,7179.62,50.1,5108.88,1922.24,488.48
CR2,2025-12-06,21,6099.89,5027.60,41.3,3961.30,1675.60,462.99
CR2,2025-12-07,2,1193.72,1121.33,7.0,1193.72,0.00,0.00
CR2,2025-12-08,21,5150.46,4671.71,32.9,3758.25,1275.94,116.27
CR2,2025-12-09,24,4551.65,4623.07,32.1,2774.41,1151.50,625.74
CR2,2025-12-10,29,7590.76,5745.86,50.3,5846.74,882.61,861.41
CR2,2025-12-11,34,8372.22,7956.02,54.0,6659.93,1303.89,408.40
CR2,2025-12-12,25,6546.61,4840.13,44.1,5081.29,622.06,843.26
CR2,2025-12-13,27,7690.03,5717.02,49.4,5839.65,1636.09,214.29
CR2,2025-12-14,2,689.57,329.29,4.1,689.57,0.00,0.00
CR2,2025-12-15,32,8166.51,8063.01,52.5,6602.60,1065.50,498.41
CR2,2025-12-16,18,4441.48,4207.90,29.9,3343.31,354.82,743.35
CR2,2025-12-17,30,7892.42,6611.52,51.9,6035.12,1018.98,838.32
CR2,2025-12-18,34,8127.24,6704.59,58.7,4528.48,2062.35,1536.41
CR2,2025-12-19,27,7313.52,5937.18,50.8,4410.37,2004.04,899.11
CR2,2025-12-20,23,6262.79,4459.18,42.6,4846.37,694.02,722.40
CR2,2025-12-21,6,1809.96,1553.62,10.6,1809.96,0.00,0.00
CR2,2025-12-22,25,5783.80,5057.47,38.2,4371.40,707.60,704.80
CR2,2025-12-23,23,4837.48,4260.95,33.1,3013.45,1256.94,567.09
CR2,2025-12-24,34,8149.16,7134.69,55.1,6368.95,536.25,1243.96
CR2,2025-12-25,30,7714.20,6386.38,52.4,4619.75,2723.93,370.52
CR2,2025-12-26,22,5289.54,3670.77,32.9,4633.56,445.04,210.94
CR2,2025-12-27,23,6212.76,5433.72,38.8,5100.28,1112.48,0.00
CR2,2025-12-28,1,323.09,278.07,2.0,323.09,0.00,0.00
CR2,2025-12-29,31,7135.99,4756.10,52.1,4401.78,894.18,1840.03
CR2,2025-12-30,35,10280.61,8563.64,69.0,6954.14,2393.95,932.52
CR2,2025-12-31,22,5927.60,5127.78,42.1,3950.61,630.12,1346.87
CR2,2026-01-01,25,7749.51,6603.56,50.9,5320.71,2190.59,238.21
CR2,2026-01-02,27,8274.33,6693.70,53.0,5992.65,2029.71,251.97
CR2,2026-01-03,20,4899.15,3701.71,31.1,3966.17,716.97,216.01
CR2,2026-01-04,2,358.77,297.01,2.1,358.77,0.00,0.00
CR2,2026-01-05,30,8186.86,7430.91,54.7,6097.94,1215.16,873.76
CR2,2026-01-06,20,4828.98,4765.11,34.7,2753.29,1234.38,841.31
CR2,2026-01-07,25,6242.70,5772.15,42.1,4272.13,1512.51,458.06
CR2,2026-01-08,18,4376.12,3865.85,28.6,3823.19,146.76,406.17
CR2,2026-01-09,29,7240.64,6486.45,49.4,5407.39,796.88,1036.37
CR2,2026-01-10,9,2103.32,1351.74,14.2,1575.59,197.56,330.17
CR2,2026-01-11,4,1558.96,1440.39,10.5,1330.01,0.00,228.95
CR2,2026-01-12,15,4709.08,4013.52,29.7,3863.93,571.34,273.81
CR2,2026-01-13,21,5291.51,4796.74,34.1,4361.69,484.36,445.46
CR2,2026-01-14,26,6288.27,4128.08,42.8,3884.41,1851.89,551.97
CR2,2026-01-15,37,10216.53,8257.74,67.0,6921.92,2940.51,354.10
CR2,2026-01-16,23,5985.56,4532.85,37.7,5068.08,724.85,192.63
CR2,2026-01-17,27,6697.47,4559.88,46.9,4022.65,1730.23,944.59
CR2,2026-01-18,2,296.83,223.86,1.8,296.83,0.00,0.00
CR2,2026-01-19,17,4554.81,2764.23,30.3,2914.52,1450.26,190.03
CR2,2026-01-20,22,6344.67,4790.08,39.6,5479.20,688.80,176.67
CR2,2026-01-21,26,6888.45,5733.13,43.6,5592.18,979.53,316.74
CR2,2026-01-22,20,5377.06,4089.20,37.8,3648.62,786.88,941.56
CR2,2026-01-23,30,8046.28,7252.43,54.7,5809.91,964.28,1272.09
CR2,2026-01-24,16,4948.31,3952.38,32.4,3900.47,621.94,425.90
CR2,2026-01-25,2,650.16,256.77,4.8,0.00,650.16,0.00
CR2,2026-01-26,23,5473.41,4174.86,39.1,3089.51,1535.94,847.96
CR2,2026-01-27,31,7177.20,6093.58,47.0,5171.78,1598.97,406.45
CR2,2026-01-28,31,7358.71,5941.90,49.5,5061.81,1578.93,717.97
CR2,2026-01-29,23,5885.06,4977.23,38.8,4494.36,993.87,396.83
CR2,2026-01-30,22,6005.01,4802.70,41.7,3743.01,1163.27,1098.73
CR2,2026-01-31,15,4646.07,3546.77,32.3,3224.64,720.10,701.33
CR2,2026-02-01,5,1393.40,1362.55,9.5,1043.82,179.30,170.28
CR2,2026-02-02,20,4551.61,3985.26,31.2,2743.82,1361.83,445.96
CR2,2026-02-03,24,6922.84,5819.65,47.4,4565.58,1480.18,877.08
CR2,2026-02-04,28,6703.30,4761.57,48.1,3027.63,2715.92,959.75
CR2,2026-02-05,27,5927.91,4231.20,41.5,3380.08,1663.96,883.87
CR2,2026-02-06,19,4835.08,3388.23,31.5,3654.02,782.83,398.23
CR2,2026-02-07,18,5350.75,4789.62,36.0,3803.64,1053.25,493.86
CR2,2026-02-08,2,584.27,598.00,3.5,584.27,0.00,0.00
CR2,2026-02-09,15,3718.36,3173.50,24.3,3036.16,302.76,379.44
CR2,2026-02-10,13,4026.67,4203.81,26.1,3076.47,693.49,256.71
CR2,2026-02-11,20,5106.25,3069.33,32.1,4623.06,320.52,162.67
CR2,2026-02-12,25,6073.47,4988.20,38.8,4268.73,1804.74,0.00
CR2,2026-02-13,24,5427.90,3553.22,35.4,4065.83,1104.13,257.94
CR2,2026-02-14,12,2188.88,1840.46,16.7,1444.32,125.26,619.30
CR2,2026-02-15,6,1716.45,996.65,10.0,1716.45,0.00,0.00
CR2,2026-02-16,23,6398.12,5662.42,43.4,4310.24,1296.15,791.73
CR2,2026-02-17,24,6745.27,5675.58,46.2,4690.59,1236.94,817.74
CR2,2026-02-18,35,9251.95,8626.98,62.8,6355.58,1760.20,1136.17
CR2,2026-02-19,35,8901.92,7340.20,56.8,6709.07,2192.85,0.00
CR2,2026-02-20,32,8682.02,7553.15,56.8,6032.55,2378.10,271.37
CR2,2026-02-21,15,3271.46,3107.92,21.4,2098.02,1173.44,0.00
CR2,2026-02-22,5,1423.55,1337.57,9.0,1035.06,388.49,0.00
CR2,2026-02-23,30,8283.94,5602.70,52.9,6446.13,1592.60,245.21
CR2,2026-02-24,17,4649.07,3149.59,29.0,3836.29,812.78,0.00
CR2,2026-02-25,26,7741.45,6640.42,51.3,5591.61,1564.55,585.29
CR2,2026-02-26,28,7780.88,6544.21,49.0,6542.68,864.82,373.38
CR2,2026-02-27,22,5209.80,4536.18,33.1,3870.56,1207.12,132.12
CR2,2026-02-28,15,4015.61,3699.57,28.1,2360.15,1036.57,618.89
CR2,2026-03-01,2,514.73,55.22,3.0,514.73,0.00,0.00
CR2,2026-03-02,23,6904.05,5834.35,44.6,5740.13,455.12,708.80
CR2,2026-03-03,26,6744.69,6589.28,42.2,5806.35,767.70,170.64
CR2,2026-03-04,31,8010.85,6472.05,54.5,5350.10,1621.06,1039.69
CR2,2026-03-05,26,5940.76,5609.45,39.8,3817.24,1802.58,320.94
CR2,2026-03-06,23,5949.12,4664.44,38.6,4531.28,1182.65,235.19
CR2,2026-03-07,10,2298.62,2337.16,16.6,1520.56,167.74,610.32
CR2,2026-03-08,3,686.19,577.74,4.1,645.90,40.29,0.00
CR2,2026-03-09,19,5185.96,3562.33,34.8,3975.40,663.45,547.11
CR2,2026-03-10,29,7343.25,7080.57,47.7,5540.89,1643.84,158.52
CR2,2026-03-11,29,6997.82,6114.02,46.6,4740.81,1732.27,524.74
CR2,2026-03-12,29,7590.13,6693.25,52.5,4308.27,2585.93,695.93
CR2,2026-03-13,33,9246.45,8174.41,61.1,6426.73,2281.72,538.00
CR2,2026-03-14,28,7317.92,6106.94,47.7,5277.33,1633.59,407.00
CR2,2026-03-15,7,1945.35,1777.43,13.4,1093.58,679.72,172.05
CR2,2026-03-16,18,4187.50,2954.65,26.9,3422.93,476.80,287.77
CR2,2026-03-17,20,5732.45,5604.37,36.5,4889.26,582.30,260.89
CR2,2026-03-18,29,7850.90,6368.89,49.7,6423.74,1111.13,316.03
CR2,2026-03-19,30,7225.63,4493.34,46.5,5019.06,2007.07,199.50
CR2,2026-03-20,32,6487.80,5423.54,44.7,4155.84,1615.45,716.51
CR2,2026-03-21,21,4566.84,4352.57,30.3,3168.32,1193.21,205.31
CR2,2026-03-22,10,2293.58,2111.01,14.8,1542.80,750.78,0.00
CR2,2026-03-23,18,4985.21,3967.41,33.8,3403.50,909.56,672.15
CR2,2026-03-24,31,8495.92,7808.17,57.1,5844.65,1946.66,704.61
CR2,2026-03-25,22,5098.68,4582.81,32.7,4132.42,704.28,261.98
CR2,2026-03-26,21,5669.71,4488.85,37.2,4455.58,869.17,344.96
CR2,2026-03-27,22,5066.47,4060.69,32.8,3624.70,1303.13,138.64
CR2,2026-03-28,23,6258.42,5446.88,43.1,4624.97,620.45,1013.00
CR2,2026-03-29,1,450.81,270.79,2.7,450.81,0.00,0.00
CR2,2026-03-30,19,4466.58,4057.13,29.8,3629.29,223.07,614.22
CR2,2026-03-31,23,7108.55,5547.94,45.8,5241.36,1526.76,340.43
CR2,2026-04-01,31,7476.06,5943.02,53.0,4023.05,2618.38,834.63
CR2,2026-04-02,18,5061.86,4746.13,33.7,3471.40,1271.87,318.59
CR2,2026-04-03,22,5116.75,4356.29,37.8,2172.02,2131.83,812.90
CR2,2026-04-04,14,3658.17,3219.23,23.2,3017.06,507.06,134.05
CR2,2026-04-05,4,1164.08,1198.85,6.9,1164.08,0.00,0.00
CR2,2026-04-06,19,5637.95,5170.05,35.2,5121.74,280.22,235.99
CR2,2026-04-07,22,5137.81,3441.76,34.7,3510.89,1171.04,455.88
CR2,2026-04-08,33,9147.41,7560.82,62.6,6393.21,1812.13,942.07
CR2,2026-04-09,40,10288.66,7784.35,66.7,8881.44,631.86,775.36
CR2,2026-04-10,18,5079.62,3624.74,31.0,4465.52,614.10,0.00
CR2,2026-04-11,23,6104.18,5158.54,40.5,4620.87,942.21,541.10
CR2,2026-04-12,6,1995.55,1751.18,12.3,1995.55,0.00,0.00
CR2,2026-04-13,19,4196.52,3487.76,29.6,2789.87,539.33,867.32
CR2,2026-04-14,23,5109.67,4302.63,35.5,3343.01,1077.75,688.91
CR2,2026-04-15,37,10217.36,8584.43,67.0,6610.90,3288.90,317.56
CR2,2026-04-16,28,7654.60,6186.20,49.0,5846.25,1525.96,282.39
CR2,2026-04-17,22,5779.77,4702.07,37.6,4964.25,192.02,623.50
CR2,2026-04-18,10,2388.09,1751.84,16.4,1880.77,93.63,413.69
CR2,2026-04-19,4,988.79,798.53,6.8,379.60,538.50,70.69
CR2,2026-04-20,26,6872.81,5599.48,42.7,5536.64,1336.17,0.00
CR2,2026-04-21,30,7836.38,7291.42,52.4,5261.35,2063.45,511.58
CR2,2026-04-22,25,6889.99,5084.15,45.0,5020.32,1635.49,234.18
CR2,2026-04-23,33,7938.25,6364.65,55.1,5515.42,1319.74,1103.09
CR2,2026-04-24,27,6210.08,6223.24,41.2,4633.88,955.49,620.71
CR2,2026-04-25,23,5946.31,5524.10,38.5,4715.61,945.75,284.95
CR2,2026-04-26,3,524.96,249.38,3.9,0.00,524.96,0.00
CR2,2026-04-27,35,8461.90,5896.76,56.9,6559.91,1028.31,873.68
CR2,2026-04-28,33,8030.63,7851.29,55.1,4663.99,2567.59,799.05
CR2,2026-04-29,39,10448.94,9673.89,71.9,6968.61,2264.87,1215.46
CR2,2026-04-30,27,7419.81,7179.12,51.5,4248.91,2222.87,948.03
CR2,2026-05-01,30,8387.80,5279.76,53.6,7012.52,882.18,493.10
CR2,2026-05-02,24,5793.19,5897.75,37.4,4656.20,912.72,224.27
CR2,2026-05-03,5,998.76,754.47,5.9,998.76,0.00,0.00
CR2,2026-05-04,23,7101.87,6392.91,43.7,6402.63,576.13,123.11
CR2,2026-05-05,28,6839.89,5741.28,45.0,5176.45,1178.09,485.35
CR2,2026-05-06,32,7612.91,6414.84,50.7,5627.16,1392.08,593.67
CR2,2026-05-07,29,6581.98,5492.72,44.3,4699.37,1324.37,558.24
CR2,2026-05-08,18,4939.64,3606.31,32.2,3661.86,902.45,375.33
CR2,2026-05-09,28,7358.10,5638.96,49.0,4743.56,2060.31,554.23
CR2,2026-05-10,7,1950.48,1870.36,12.5,1284.71,665.77,0.00
CR2,2026-05-11,25,6263.79,5146.29,39.4,4929.37,1141.21,193.21
CR2,2026-05-12,18,4869.39,4446.47,29.9,4267.13,602.26,0.00
CR2,2026-05-13,24,5500.38,4583.78,36.0,4382.09,592.04,526.25
CR2,2026-05-14,30,7392.02,6171.36,50.5,5102.86,1213.38,1075.78
CR2,2026-05-15,29,7461.34,5268.31,49.2,5300.17,1694.05,467.12
CR2,2026-05-16,15,3814.18,2921.99,23.1,3514.10,300.08,0.00
CR2,2026-05-17,3,707.76,560.05,4.3,616.29,91.47,0.00
CR2,2026-05-18,18,4228.78,2928.37,28.4,3095.54,603.26,529.98
CR2,2026-05-19,20,5507.73,4871.30,34.8,4704.14,556.38,247.21
CR2,2026-05-20,28,7316.14,6368.80,50.0,4291.44,2280.21,744.49
CR2,2026-05-21,20,4466.36,4677.82,29.0,3402.57,772.48,291.31
CR2,2026-05-22,34,7977.42,7072.04,55.8,5007.86,1891.68,1077.88
CR2,2026-05-23,18,4444.49,4146.75,29.7,3393.70,586.19,464.60
CR2,2026-05-24,4,899.78,954.73,6.6,615.09,0.00,284.69
CR2,2026-05-25,19,5079.40,3979.52,32.7,3418.45,1660.95,0.00
CR2,2026-05-26,22,4606.10,4267.46,32.2,2231.49,1946.93,427.68
CR2,2026-05-27,24,5776.92,4690.89,38.5,3813.91,1695.54,267.47
CR2,2026-05-28,20,5326.34,5033.24,36.5,3246.44,1511.70,568.20
CR2,2026-05-29,22,5124.25,4685.30,34.6,3096.47,1705.58,322.20
CR2,2026-05-30,12,2618.30,2017.33,17.7,1847.19,431.72,339.39
CR2,2026-05-31,4,1062.63,987.13,7.1,946.37,0.00,116.26
CR2,2026-06-01,25,6448.04,5110.24,42.0,4981.33,1038.92,427.79
CR2,2026-06-02,20,4934.14,3426.83,31.3,4022.50,749.33,162.31
CR2,2026-06-03,18,4439.52,3368.63,29.3,3291.78,719.91,427.83
CR2,2026-06-04,30,7598.16,5926.65,52.4,4863.49,1871.68,862.99
CR2,2026-06-05,29,7382.95,5561.52,52.2,4931.31,999.77,1451.87
CR2,2026-06-06,19,5165.33,4350.63,34.1,4271.95,276.58,616.80
CR2,2026-06-07,3,707.43,671.75,4.7,400.91,306.52,0.00
CR2,2026-06-08,27,6620.46,5603.30,44.7,4471.02,1356.10,793.34
CR2,2026-06-09,33,9303.95,6871.99,60.8,7070.07,1678.94,554.94
CR2,2026-06-10,20,5288.57,4204.46,34.0,4066.20,886.73,335.64
CR2,2026-06-11,30,8187.03,6314.88,54.7,5639.68,2006.49,540.86
CR2,2026-06-12,31,7165.48,5721.50,46.9,4977.04,1933.32,255.12
CR2,2026-06-13,16,4320.76,4145.18,26.3,4036.95,173.54,110.27
CR2,2026-06-14,2,375.42,387.47,3.1,215.62,0.00,159.80
CR2,2026-06-15,25,7162.51,6212.33,46.7,5389.48,1245.10,527.93
CR2,2026-06-16,24,5612.34,3932.44,37.9,3259.47,1929.26,423.61
CR2,2026-06-17,23,6103.74,4164.49,40.7,4419.87,1063.08,620.79
CR2,2026-06-18,30,7306.47,6214.58,46.8,5857.75,1172.02,276.70
CR2,2026-06-19,31,7317.06,6703.98,48.8,5510.55,1036.12,770.39
CR2,2026-06-20,28,7825.07,5928.76,53.6,4731.41,2319.57,774.09
CR2,2026-06-21,4,1099.39,971.67,7.0,867.29,232.10,0.00
CR2,2026-06-22,24,5518.09,4558.18,37.8,3871.08,935.66,711.35
CR2,2026-06-23,23,5969.96,4198.90,38.6,4365.76,1281.54,322.66
CR2,2026-06-24,24,7036.47,6282.37,46.7,4855.59,1850.67,330.21
CR2,2026-06-25,30,6963.70,6198.36,45.6,5459.99,880.58,623.13
CR2,2026-06-26,30,7704.16,6697.64,51.1,6087.13,729.93,887.10
CR2,2026-06-27,12,2655.61,2625.25,16.6,2267.72,280.03,107.86
CR2,2026-06-28,3,883.57,467.48,5.7,516.87,366.70,0.00
CR2,2026-06-29,22,5041.35,4046.03,34.6,3147.87,1218.80,674.68
CR2,2026-06-30,32,8924.60,6504.57,57.7,6924.04,1518.60,481.96
CR2,2026-07-01,26,7108.08,5695.60,50.0,4949.21,712.30,1446.57
CR2,2026-07-02,21,5415.16,4737.43,34.3,4094.56,1241.36,79.24
CR2,2026-07-03,30,8070.99,6855.22,53.7,6089.46,1216.95,764.58
CR2,2026-07-04,24,6015.80,5093.38,40.1,4471.76,895.76,648.28
CR2,2026-07-05,6,1775.75,1355.89,12.6,259.79,1515.96,0.00
CR2,2026-07-06,15,4045.52,3361.24,26.7,2950.28,865.28,229.96
CR2,2026-07-07,29,7184.17,5740.38,45.7,5574.23,1387.24,222.70
CR2,2026-07-08,33,10266.33,7576.43,66.9,8015.63,1600.84,649.86
CR2,2026-07-09,27,7636.21,5402.23,51.0,5502.31,1190.89,943.01
CR2,2026-07-10,23,6940.09,5487.74,44.8,4997.77,1697.87,244.45
CR2,2026-07-11,24,6316.88,4993.08,41.2,5135.48,814.11,367.29
CR2,2026-07-12,8,2362.20,2401.63,14.6,2119.42,242.78,0.00
