ro_number,store_code,open_date,close_date,advisor_id,technician_id,pay_type,ro_type,labor_hours,labor_sales,parts_sales
906793,CR4,2025-10-23,2025-10-23,1074,1082,C,maintenance,0.3,49.38,50.41
906794,CR4,2025-10-23,2025-10-28,1074,1083,C,maintenance,1.5,237.49,211.33
906795,CR4,2025-10-23,2025-10-23,1076,1084,C,repair,2.7,433.80,0.00
906796,CR4,2025-10-23,2025-10-23,1076,1084,I,internal_recon,1.9,180.03,0.00
906797,CR4,2025-10-23,2025-10-23,1077,1084,C,repair,1.3,213.78,0.00
906798,CR4,2025-10-23,2025-10-23,1074,1080,C,maintenance,3.1,542.71,393.03
906799,CR4,2025-10-23,2025-10-23,1074,1078,C,repair,1.0,166.98,133.50
906800,CR4,2025-10-23,2025-10-24,1077,1083,C,maintenance,1.6,277.70,317.55
906801,CR4,2025-10-23,2025-10-23,1077,1082,C,repair,1.9,305.69,272.48
906802,CR4,2025-10-23,2025-10-23,1076,1078,C,repair,1.0,173.36,133.83
906803,CR4,2025-10-23,2025-10-23,1076,1085,C,maintenance,1.4,222.87,175.22
906804,CR4,2025-10-23,2025-10-23,1077,1084,C,maintenance,1.1,189.76,0.00
906805,CR4,2025-10-23,2025-10-23,1075,1081,I,maintenance,2.6,254.08,0.00
906806,CR4,2025-10-23,2025-10-23,1077,1080,C,repair,1.4,231.15,240.71
906807,CR4,2025-10-23,2025-10-23,1074,1079,W,internal_recon,0.9,119.43,74.70
906808,CR4,2025-10-23,2025-10-23,1076,1082,C,internal_recon,1.2,198.59,256.08
906809,CR4,2025-10-23,2025-10-23,1076,1083,C,maintenance,1.2,199.24,184.18
906810,CR4,2025-10-23,2025-10-23,1074,1078,W,maintenance,1.5,200.43,157.06
906811,CR4,2025-10-23,2025-10-23,1077,1085,W,recall,3.0,385.57,376.39
906812,CR4,2025-10-23,2025-10-23,1076,1080,C,maintenance,2.2,383.91,0.00
906813,CR4,2025-10-23,2025-10-23,1076,1083,I,internal_recon,1.5,144.63,169.75
906814,CR4,2025-10-23,2025-10-23,1074,1078,C,recall,1.8,316.62,397.46
906815,CR4,2025-10-23,2025-10-24,1077,1079,C,maintenance,1.7,280.00,243.19
906816,CR4,2025-10-23,2025-10-23,1074,1078,C,internal_recon,1.2,191.07,120.94
906817,CR4,2025-10-23,2025-10-25,1076,1082,C,repair,2.5,412.64,275.84
906818,CR4,2025-10-23,2025-10-23,1075,1083,I,maintenance,2.1,185.43,193.82
906819,CR4,2025-10-23,2025-10-23,1077,1078,I,repair,2.5,233.74,0.00
906820,CR4,2025-10-23,2025-10-23,1074,1085,C,maintenance,2.5,404.20,384.26
906821,CR4,2025-10-23,2025-10-23,1077,1078,C,repair,2.5,401.54,424.82
906822,CR4,2025-10-23,2025-10-23,1075,1083,C,internal_recon,0.7,121.43,97.47
906823,CR4,2025-10-23,2025-10-23,1077,1085,C,maintenance,1.8,314.37,280.84
906824,CR1,2025-10-24,2025-10-24,1009,1017,C,maintenance,2.8,485.76,544.78
906825,CR1,2025-10-24,2025-10-29,1011,1013,C,maintenance,1.9,308.66,0.00
906826,CR1,2025-10-24,2025-10-24,1012,1014,C,maintenance,1.5,253.97,261.67
906827,CR1,2025-10-24,2025-10-24,1010,1015,W,maintenance,0.9,120.72,111.19
906828,CR1,2025-10-24,2025-10-24,1012,1017,I,internal_recon,2.2,224.23,263.98
906829,CR1,2025-10-24,2025-10-25,1010,1013,W,maintenance,1.5,197.96,149.10
906830,CR1,2025-10-24,2025-10-24,1012,1013,C,internal_recon,2.2,361.22,0.00
906831,CR1,2025-10-24,2025-10-24,1010,1019,I,internal_recon,2.4,237.15,179.53
906832,CR1,2025-10-24,2025-10-24,1009,1016,I,internal_recon,0.7,70.60,46.57
906833,CR1,2025-10-24,2025-10-24,1012,1014,C,repair,2.4,398.76,300.16
906834,CR1,2025-10-24,2025-10-24,1009,1017,I,internal_recon,1.6,151.33,131.99
906835,CR1,2025-10-24,2025-10-24,1010,1015,C,recall,1.7,280.12,292.12
906836,CR1,2025-10-24,2025-10-29,1012,1018,C,maintenance,1.5,237.43,152.95
906837,CR1,2025-10-24,2025-10-26,1011,1015,C,recall,3.1,498.31,400.24
906838,CR1,2025-10-24,2025-10-26,1009,1014,C,maintenance,0.9,145.70,101.96
906839,CR1,2025-10-24,2025-10-24,1012,1019,I,internal_recon,1.0,91.82,86.26
906840,CR1,2025-10-24,2025-10-24,1011,1013,C,maintenance,2.1,368.29,234.68
906841,CR1,2025-10-24,2025-10-24,1010,1013,C,recall,0.6,97.18,76.64
906842,CR1,2025-10-24,2025-10-24,1012,1017,W,repair,1.1,149.87,114.26
906843,CR1,2025-10-24,2025-10-24,1012,1018,C,maintenance,1.3,208.70,172.05
906844,CR1,2025-10-24,2025-10-29,1011,1014,W,maintenance,1.8,248.97,282.59
906845,CR1,2025-10-24,2025-10-24,1012,1014,C,maintenance,1.0,161.70,189.65
906846,CR1,2025-10-24,2025-10-24,1009,1014,C,repair,2.5,422.05,300.45
906847,CR1,2025-10-24,2025-10-24,1010,1014,I,internal_recon,2.6,254.81,0.00
906848,CR1,2025-10-24,2025-10-24,1012,1018,C,maintenance,2.8,478.03,454.00
906849,CR1,2025-10-24,2025-10-26,1010,1014,I,internal_recon,1.3,131.68,131.56
906850,CR1,2025-10-24,2025-10-24,1010,1016,C,maintenance,1.6,268.06,178.00
906851,CR1,2025-10-24,2025-10-24,1012,1017,C,maintenance,0.4,64.47,53.16
906852,CR1,2025-10-24,2025-10-24,1011,1019,C,internal_recon,2.3,399.50,297.35
906853,CR1,2025-10-24,2025-10-24,1011,1017,W,maintenance,3.0,401.01,439.28
906854,CR1,2025-10-24,2025-10-24,1011,1014,C,recall,1.9,311.99,271.56
906855,CR1,2025-10-24,2025-10-24,1010,1016,I,internal_recon,2.7,267.47,249.26
906856,CR1,2025-10-24,2025-10-25,1012,1016,C,repair,0.9,154.13,0.00
906857,CR2,2025-10-24,2025-10-24,1029,1031,C,maintenance,1.5,253.85,0.00
906858,CR2,2025-10-24,2025-10-26,1030,1035,C,internal_recon,0.5,82.88,62.77
906859,CR2,2025-10-24,2025-10-24,1029,1035,W,maintenance,3.5,453.68,583.23
906860,CR2,2025-10-24,2025-10-24,1028,1034,I,maintenance,1.7,149.93,0.00
906861,CR2,2025-10-24,2025-10-24,1030,1033,C,maintenance,2.0,344.64,370.71
906862,CR2,2025-10-24,2025-10-24,1028,1035,W,maintenance,0.8,109.29,87.95
906863,CR2,2025-10-24,2025-10-26,1030,1032,W,repair,3.1,430.84,272.82
906864,CR2,2025-10-24,2025-10-24,1028,1034,I,repair,2.7,266.66,298.45
906865,CR2,2025-10-24,2025-10-29,1029,1033,C,maintenance,1.5,259.42,266.69
906866,CR2,2025-10-24,2025-10-24,1028,1033,W,recall,0.9,122.58,100.41
906867,CR2,2025-10-24,2025-10-24,1030,1033,W,maintenance,1.8,239.17,228.28
906868,CR2,2025-10-24,2025-10-24,1030,1034,W,maintenance,1.8,238.91,208.69
906869,CR2,2025-10-24,2025-10-24,1030,1035,I,internal_recon,1.5,140.41,137.48
906870,CR2,2025-10-24,2025-10-24,1030,1033,W,repair,2.3,303.45,0.00
906871,CR2,2025-10-24,2025-10-24,1030,1032,I,internal_recon,1.1,103.20,107.81
906872,CR2,2025-10-24,2025-10-29,1029,1033,C,maintenance,1.2,203.79,200.07
906873,CR2,2025-10-24,2025-10-24,1028,1035,C,maintenance,1.6,274.96,308.83
906874,CR2,2025-10-24,2025-10-24,1030,1033,C,internal_recon,2.2,356.99,0.00
906875,CR2,2025-10-24,2025-10-25,1030,1034,C,repair,1.1,180.85,0.00
906876,CR2,2025-10-24,2025-10-24,1029,1033,C,maintenance,1.5,251.15,228.46
906877,CR2,2025-10-24,2025-10-26,1029,1034,C,maintenance,1.1,183.43,154.11
906878,CR2,2025-10-24,2025-10-24,1030,1031,C,maintenance,0.4,66.22,72.02
906879,CR2,2025-10-24,2025-10-24,1028,1031,C,maintenance,1.9,306.78,284.78
906880,CR3,2025-10-24,2025-10-24,1049,1062,I,maintenance,1.7,154.45,131.67
906881,CR3,2025-10-24,2025-10-24,1053,1055,I,internal_recon,0.9,86.08,0.00
906882,CR3,2025-10-24,2025-10-24,1053,1058,W,maintenance,2.0,271.61,255.82
906883,CR3,2025-10-24,2025-10-24,1053,1060,C,maintenance,2.5,404.75,264.20
906884,CR3,2025-10-24,2025-10-24,1051,1057,C,maintenance,1.2,206.80,0.00
906885,CR3,2025-10-24,2025-10-24,1053,1057,C,maintenance,0.9,156.61,144.67
906886,CR3,2025-10-24,2025-10-24,1049,1055,C,repair,1.1,191.84,149.54
906887,CR3,2025-10-24,2025-10-24,1049,1061,I,internal_recon,0.9,86.13,80.17
906888,CR3,2025-10-24,2025-10-24,1052,1054,I,internal_recon,2.6,244.29,0.00
906889,CR3,2025-10-24,2025-10-24,1052,1058,C,maintenance,1.6,264.31,319.93
906890,CR3,2025-10-24,2025-10-24,1049,1057,I,repair,0.3,26.84,30.89
906891,CR3,2025-10-24,2025-10-24,1049,1054,W,maintenance,1.3,183.01,197.18
906892,CR3,2025-10-24,2025-10-24,1052,1054,C,internal_recon,1.1,184.64,0.00
906893,CR3,2025-10-24,2025-10-24,1051,1060,C,repair,1.6,258.66,237.80
906894,CR3,2025-10-24,2025-10-24,1053,1055,C,maintenance,2.2,353.82,305.64
906895,CR3,2025-10-24,2025-10-24,1052,1056,C,maintenance,1.5,252.25,0.00
906896,CR3,2025-10-24,2025-10-24,1050,1056,W,maintenance,3.4,466.29,460.52
906897,CR3,2025-10-24,2025-10-24,1049,1055,C,maintenance,1.8,305.59,395.07
906898,CR3,2025-10-24,2025-10-25,1050,1055,I,internal_recon,2.1,188.27,130.00
906899,CR3,2025-10-24,2025-10-24,1049,1059,W,maintenance,1.1,141.47,86.98
906900,CR3,2025-10-24,2025-10-24,1051,1054,C,recall,2.0,328.29,307.93
906901,CR3,2025-10-24,2025-10-25,1052,1061,C,internal_recon,0.3,51.33,62.40
906902,CR3,2025-10-24,2025-10-29,1049,1058,C,maintenance,1.3,217.61,147.25
906903,CR3,2025-10-24,2025-10-29,1052,1054,I,internal_recon,1.0,97.32,111.90
906904,CR3,2025-10-24,2025-10-24,1053,1057,C,maintenance,1.5,262.83,258.40
906905,CR3,2025-10-24,2025-10-25,1052,1055,W,maintenance,1.0,130.20,78.30
906906,CR3,2025-10-24,2025-10-24,1051,1062,W,repair,2.0,277.15,191.69
906907,CR3,2025-10-24,2025-10-24,1049,1056,C,repair,1.5,256.37,239.79
906908,CR3,2025-10-24,2025-10-24,1051,1058,W,internal_recon,1.8,233.50,192.15
906909,CR3,2025-10-24,2025-10-29,1052,1059,C,maintenance,0.3,50.20,47.63
906910,CR3,2025-10-24,2025-10-24,1050,1058,W,maintenance,2.1,285.75,348.06
906911,CR3,2025-10-24,2025-10-26,1050,1054,C,maintenance,1.3,209.88,269.37
906912,CR3,2025-10-24,2025-10-24,1052,1059,I,internal_recon,2.1,188.45,176.48
906913,CR3,2025-10-24,2025-10-24,1050,1062,C,internal_recon,1.2,205.04,0.00
906914,CR3,2025-10-24,2025-10-24,1053,1059,C,repair,2.3,377.15,281.60
906915,CR3,2025-10-24,2025-10-24,1049,1057,C,repair,1.9,320.66,305.74
906916,CR3,2025-10-24,2025-10-24,1049,1058,W,repair,1.2,159.23,114.63
906917,CR3,2025-10-24,2025-10-24,1053,1060,C,maintenance,2.1,358.49,331.99
906918,CR3,2025-10-24,2025-10-25,1050,1056,C,maintenance,1.6,263.99,222.33
906919,CR3,2025-10-24,2025-10-24,1053,1055,I,internal_recon,1.0,97.42,95.42
906920,CR3,2025-10-24,2025-10-25,1051,1060,W,repair,0.9,121.79,0.00
906921,CR3,2025-10-24,2025-10-24,1050,1054,C,repair,0.5,81.13,94.77
906922,CR3,2025-10-24,2025-10-24,1053,1058,C,repair,2.1,342.85,390.66
906923,CR3,2025-10-24,2025-10-24,1051,1061,C,repair,1.4,227.11,255.60
906924,CR3,2025-10-24,2025-10-24,1051,1057,C,maintenance,2.3,377.55,297.35
906925,CR3,2025-10-24,2025-10-24,1052,1061,C,repair,1.7,276.29,297.65
906926,CR3,2025-10-24,2025-10-24,1053,1058,W,maintenance,0.3,39.30,38.54
906927,CR3,2025-10-24,2025-10-24,1049,1060,W,repair,2.7,376.90,387.38
906928,CR3,2025-10-24,2025-10-24,1049,1056,I,internal_recon,1.5,149.24,125.28
906929,CR3,2025-10-24,2025-10-24,1051,1061,I,internal_recon,1.2,107.93,113.99
906930,CR3,2025-10-24,2025-10-29,1052,1061,W,maintenance,1.6,226.29,214.62
906931,CR3,2025-10-24,2025-10-24,1052,1057,I,repair,1.6,162.72,114.84
906932,CR3,2025-10-24,2025-10-24,1053,1056,I,internal_recon,2.0,198.75,150.75
906933,CR3,2025-10-24,2025-10-24,1050,1056,C,maintenance,2.6,418.23,514.11
906934,CR3,2025-10-24,2025-10-24,1049,1060,W,repair,2.7,381.49,450.49
906935,CR4,2025-10-24,2025-10-24,1074,1079,W,maintenance,1.0,136.75,130.28
906936,CR4,2025-10-24,2025-10-24,1077,1084,C,maintenance,2.5,430.89,393.71
906937,CR4,2025-10-24,2025-10-24,1076,1080,C,recall,1.7,271.64,276.27
906938,CR4,2025-10-24,2025-10-24,1074,1079,I,internal_recon,0.6,54.65,34.48
906939,CR4,2025-10-24,2025-10-29,1075,1079,C,internal_recon,1.6,269.84,349.15
906940,CR4,2025-10-24,2025-10-24,1077,1083,C,internal_recon,1.6,254.45,241.61
906941,CR4,2025-10-24,2025-10-24,1076,1083,C,maintenance,2.6,446.15,374.42
906942,CR4,2025-10-24,2025-10-24,1077,1082,C,maintenance,1.4,234.35,303.74
906943,CR4,2025-10-24,2025-10-26,1074,1082,W,internal_recon,1.2,168.88,104.07
906944,CR4,2025-10-24,2025-10-24,1077,1079,C,maintenance,0.3,52.38,51.70
906945,CR4,2025-10-24,2025-10-24,1076,1079,W,repair,0.8,109.32,116.37
906946,CR4,2025-10-24,2025-10-24,1074,1082,I,repair,0.9,87.41,56.68
906947,CR4,2025-10-24,2025-10-24,1075,1083,I,internal_recon,2.3,229.43,263.99
906948,CR4,2025-10-24,2025-10-24,1074,1085,C,maintenance,2.4,393.32,0.00
906949,CR4,2025-10-24,2025-10-24,1077,1084,C,internal_recon,2.4,390.98,285.35
906950,CR4,2025-10-24,2025-10-24,1076,1084,C,internal_recon,2.8,491.68,0.00
906951,CR4,2025-10-24,2025-10-26,1077,1078,C,maintenance,2.3,367.18,455.22
906952,CR4,2025-10-24,2025-10-24,1076,1084,C,repair,1.7,277.60,356.94
906953,CR4,2025-10-24,2025-10-24,1076,1078,I,internal_recon,1.4,128.32,124.04
906954,CR4,2025-10-24,2025-10-29,1075,1084,C,maintenance,0.6,98.86,0.00
906955,CR4,2025-10-24,2025-10-24,1077,1079,I,internal_recon,2.8,264.06,291.01
906956,CR4,2025-10-24,2025-10-24,1076,1078,W,repair,1.7,233.82,299.61
906957,CR4,2025-10-24,2025-10-24,1075,1084,C,maintenance,0.3,47.72,0.00
906958,CR4,2025-10-24,2025-10-24,1076,1080,C,recall,2.7,440.36,381.64
906959,CR4,2025-10-24,2025-10-24,1075,1078,W,repair,1.7,240.14,161.87
906960,CR4,2025-10-24,2025-10-24,1076,1079,W,maintenance,1.8,244.38,199.74
906961,CR4,2025-10-24,2025-10-26,1075,1081,C,recall,1.2,207.10,0.00
906962,CR4,2025-10-24,2025-10-26,1076,1084,W,recall,1.0,134.11,81.63
906963,CR4,2025-10-24,2025-10-24,1074,1078,W,internal_recon,2.4,336.80,364.03
906964,CR4,2025-10-24,2025-10-24,1076,1079,C,maintenance,2.0,324.56,368.71
906965,CR4,2025-10-24,2025-10-24,1075,1081,I,repair,1.4,138.86,168.36
906966,CR4,2025-10-24,2025-10-24,1075,1080,C,internal_recon,2.0,336.46,364.70
906967,CR4,2025-10-24,2025-10-24,1074,1084,C,recall,1.5,245.33,262.67
906968,CR4,2025-10-24,2025-10-25,1076,1080,C,recall,2.0,332.92,362.05
906969,CR4,2025-10-24,2025-10-24,1077,1082,C,repair,1.0,170.19,171.14
906970,CR4,2025-10-24,2025-10-24,1075,1079,W,repair,1.1,148.51,155.61
906971,CR4,2025-10-24,2025-10-24,1075,1082,C,repair,2.4,380.52,458.67
906972,CR4,2025-10-24,2025-10-24,1077,1084,C,repair,1.3,207.61,0.00
906973,CR4,2025-10-24,2025-10-26,1077,1084,W,repair,0.3,39.19,0.00
906974,CR4,2025-10-24,2025-10-24,1074,1078,W,maintenance,1.3,175.74,225.65
906975,CR4,2025-10-24,2025-10-24,1074,1078,W,maintenance,1.6,217.40,216.05
906976,CR4,2025-10-24,2025-10-24,1075,1085,C,repair,1.8,286.22,0.00
906977,CR4,2025-10-24,2025-10-25,1075,1080,W,maintenance,2.0,278.94,292.03
906978,CR1,2025-10-25,2025-10-25,1011,1014,C,repair,0.8,134.95,150.22
906979,CR1,2025-10-25,2025-10-25,1010,1016,I,repair,1.4,124.76,84.34
906980,CR1,2025-10-25,2025-10-26,1012,1019,I,internal_recon,1.7,154.88,178.33
906981,CR1,2025-10-25,2025-10-25,1010,1017,C,repair,2.4,379.23,309.84
906982,CR1,2025-10-25,2025-10-25,1012,1019,C,maintenance,2.5,397.79,425.65
906983,CR1,2025-10-25,2025-10-25,1012,1013,C,internal_recon,1.3,210.92,0.00
906984,CR1,2025-10-25,2025-10-25,1009,1019,C,recall,1.5,260.20,218.51
906985,CR1,2025-10-25,2025-10-25,1009,1016,W,maintenance,0.6,78.35,92.89
906986,CR1,2025-10-25,2025-10-25,1012,1015,C,maintenance,1.0,174.41,182.10
906987,CR1,2025-10-25,2025-10-26,1012,1017,C,recall,3.8,612.69,669.68
906988,CR1,2025-10-25,2025-10-25,1009,1014,C,internal_recon,0.3,51.33,64.67
906989,CR1,2025-10-25,2025-10-25,1011,1018,C,maintenance,1.8,290.46,180.57
906990,CR1,2025-10-25,2025-10-25,1012,1016,C,repair,2.3,371.42,364.04
906991,CR1,2025-10-25,2025-10-26,1012,1015,C,internal_recon,0.9,145.75,104.39
906992,CR1,2025-10-25,2025-10-25,1009,1018,C,maintenance,1.4,226.97,241.44
906993,CR1,2025-10-25,2025-10-25,1011,1013,C,repair,1.5,256.50,164.79
906994,CR1,2025-10-25,2025-10-30,1011,1016,C,maintenance,1.6,255.35,206.54
906995,CR1,2025-10-25,2025-10-25,1012,1016,C,repair,1.8,292.83,202.92
906996,CR1,2025-10-25,2025-10-25,1010,1014,I,internal_recon,1.4,141.15,164.09
906997,CR1,2025-10-25,2025-10-25,1009,1013,I,internal_recon,0.9,88.09,66.75
906998,CR1,2025-10-25,2025-10-30,1012,1018,W,repair,1.4,194.58,179.31
906999,CR1,2025-10-25,2025-10-25,1009,1016,C,internal_recon,2.1,351.72,0.00
907000,CR1,2025-10-25,2025-10-26,1011,1019,C,maintenance,1.0,166.90,162.49
907001,CR1,2025-10-25,2025-10-25,1012,1017,I,internal_recon,0.9,87.38,102.63
907002,CR1,2025-10-25,2025-10-25,1010,1014,W,repair,2.0,261.44,323.25
907003,CR1,2025-10-25,2025-10-25,1009,1016,W,maintenance,1.6,216.77,0.00
907004,CR1,2025-10-25,2025-10-26,1012,1018,C,maintenance,2.0,328.54,0.00
907005,CR1,2025-10-25,2025-10-27,1011,1016,C,repair,1.3,225.23,175.91
907006,CR1,2025-10-25,2025-10-25,1012,1017,I,internal_recon,0.6,60.48,75.43
907007,CR1,2025-10-25,2025-10-25,1009,1018,C,recall,2.0,341.13,0.00
907008,CR1,2025-10-25,2025-10-25,1011,1013,C,maintenance,2.8,460.58,304.25
907009,CR1,2025-10-25,2025-10-25,1009,1019,I,maintenance,2.6,255.36,297.63
907010,CR1,2025-10-25,2025-10-27,1012,1014,C,recall,2.2,358.03,0.00
907011,CR1,2025-10-25,2025-10-25,1011,1019,C,maintenance,3.0,526.44,328.50
907012,CR1,2025-10-25,2025-10-27,1012,1014,W,maintenance,1.5,199.26,0.00
907013,CR2,2025-10-25,2025-10-25,1030,1032,C,maintenance,1.5,245.84,177.21
907014,CR2,2025-10-25,2025-10-25,1029,1034,C,internal_recon,1.8,285.35,368.97
907015,CR2,2025-10-25,2025-10-27,1030,1034,C,repair,2.3,397.38,365.17
907016,CR2,2025-10-25,2025-10-25,1029,1033,I,internal_recon,1.8,175.85,209.96
907017,CR2,2025-10-25,2025-10-25,1029,1034,I,internal_recon,0.5,47.95,38.15
907018,CR3,2025-10-25,2025-10-25,1049,1057,W,maintenance,2.7,356.37,224.51
907019,CR3,2025-10-25,2025-10-25,1051,1061,W,maintenance,0.5,66.90,59.75
907020,CR3,2025-10-25,2025-10-25,1053,1056,W,repair,0.8,103.13,0.00
907021,CR3,2025-10-25,2025-10-25,1050,1055,C,recall,3.1,521.95,521.38
907022,CR3,2025-10-25,2025-10-25,1051,1061,C,maintenance,2.0,322.25,273.86
907023,CR3,2025-10-25,2025-10-26,1052,1058,C,maintenance,1.1,182.18,217.63
907024,CR3,2025-10-25,2025-10-25,1052,1058,C,internal_recon,1.7,270.91,218.11
907025,CR3,2025-10-25,2025-10-25,1053,1055,C,internal_recon,1.7,289.33,272.82
907026,CR3,2025-10-25,2025-10-25,1049,1058,C,internal_recon,1.6,267.64,207.54
907027,CR3,2025-10-25,2025-10-25,1052,1056,I,internal_recon,2.0,203.09,263.44
907028,CR3,2025-10-25,2025-10-25,1053,1057,C,internal_recon,1.0,163.92,100.47
907029,CR3,2025-10-25,2025-10-25,1051,1057,W,internal_recon,0.4,51.41,33.97
907030,CR3,2025-10-25,2025-10-25,1049,1062,C,maintenance,1.1,174.15,196.47
907031,CR3,2025-10-25,2025-10-25,1050,1061,I,internal_recon,2.3,223.19,273.52
907032,CR3,2025-10-25,2025-10-25,1051,1059,C,repair,1.2,194.36,127.36
907033,CR3,2025-10-25,2025-10-25,1049,1056,W,maintenance,2.3,320.08,232.39
907034,CR3,2025-10-25,2025-10-26,1050,1061,I,internal_recon,0.9,83.56,82.84
907035,CR3,2025-10-25,2025-10-25,1052,1062,C,internal_recon,1.5,254.00,310.10
907036,CR3,2025-10-25,2025-10-25,1052,1057,C,maintenance,2.5,409.21,487.74
907037,CR3,2025-10-25,2025-10-25,1049,1061,W,maintenance,3.1,430.72,375.75
907038,CR3,2025-10-25,2025-10-25,1051,1060,C,maintenance,2.0,338.52,242.18
907039,CR3,2025-10-25,2025-10-27,1052,1062,I,internal_recon,1.8,169.00,185.33
907040,CR3,2025-10-25,2025-10-25,1049,1061,C,maintenance,1.3,215.26,159.91
907041,CR3,2025-10-25,2025-10-25,1052,1062,C,maintenance,1.6,253.40,239.50
907042,CR3,2025-10-25,2025-10-25,1053,1059,I,internal_recon,0.8,81.22,67.64
907043,CR3,2025-10-25,2025-10-25,1053,1062,C,maintenance,1.4,230.72,149.98
907044,CR3,2025-10-25,2025-10-25,1050,1060,W,repair,2.2,282.07,342.37
907045,CR3,2025-10-25,2025-10-25,1052,1058,C,maintenance,2.3,374.29,309.39
907046,CR3,2025-10-25,2025-10-25,1049,1062,I,internal_recon,0.9,85.71,96.17
907047,CR3,2025-10-25,2025-10-25,1050,1058,W,internal_recon,3.2,416.93,277.22
907048,CR3,2025-10-25,2025-10-25,1053,1061,C,maintenance,3.2,560.91,435.00
907049,CR3,2025-10-25,2025-10-25,1051,1054,W,maintenance,1.1,152.07,145.59
907050,CR3,2025-10-25,2025-10-26,1053,1057,C,internal_recon,1.1,178.47,147.05
907051,CR3,2025-10-25,2025-10-25,1050,1060,C,repair,0.9,148.94,104.65
907052,CR4,2025-10-25,2025-10-25,1077,1080,W,repair,0.3,39.64,46.19
907053,CR4,2025-10-25,2025-10-25,1076,1083,I,maintenance,0.8,81.06,64.96
907054,CR4,2025-10-25,2025-10-25,1074,1085,C,maintenance,1.7,275.17,223.05
907055,CR4,2025-10-25,2025-10-25,1077,1080,C,repair,2.5,420.38,386.65
907056,CR4,2025-10-25,2025-10-25,1074,1079,W,repair,2.1,294.15,191.49
907057,CR4,2025-10-25,2025-10-25,1075,1082,C,maintenance,2.6,429.73,262.58
907058,CR4,2025-10-25,2025-10-26,1075,1082,W,maintenance,2.4,321.87,219.65
907059,CR4,2025-10-25,2025-10-25,1076,1081,C,maintenance,1.5,241.92,224.75
907060,CR4,2025-10-25,2025-10-27,1077,1082,C,recall,2.0,326.36,233.52
907061,CR4,2025-10-25,2025-10-25,1076,1083,W,maintenance,1.1,144.94,0.00
907062,CR4,2025-10-25,2025-10-27,1077,1082,C,maintenance,1.2,202.59,191.52
907063,CR4,2025-10-25,2025-10-25,1075,1082,C,recall,2.1,333.54,208.21
907064,CR4,2025-10-25,2025-10-25,1076,1078,C,maintenance,3.3,555.65,398.88
907065,CR4,2025-10-25,2025-10-25,1075,1083,W,internal_recon,2.6,348.46,424.24
907066,CR4,2025-10-25,2025-10-25,1077,1082,I,internal_recon,1.7,160.19,146.29
907067,CR4,2025-10-25,2025-10-25,1077,1081,C,maintenance,2.2,373.63,296.76
907068,CR4,2025-10-25,2025-10-25,1077,1080,W,internal_recon,0.6,84.45,76.86
907069,CR1,2025-10-27,2025-10-27,1009,1014,C,maintenance,1.4,224.32,220.22
907070,CR1,2025-10-27,2025-10-27,1010,1017,C,maintenance,0.8,129.70,0.00
907071,CR1,2025-10-27,2025-10-28,1012,1017,C,repair,1.5,246.12,280.83
907072,CR1,2025-10-27,2025-10-29,1012,1018,C,maintenance,1.6,273.93,221.00
907073,CR1,2025-10-27,2025-10-27,1011,1013,C,maintenance,1.3,226.85,280.18
907074,CR1,2025-10-27,2025-10-27,1010,1016,C,internal_recon,2.7,442.38,381.87
907075,CR1,2025-10-27,2025-10-29,1012,1018,C,maintenance,1.1,181.14,143.21
907076,CR1,2025-10-27,2025-10-27,1011,1019,W,recall,2.0,276.72,323.38
907077,CR1,2025-10-27,2025-10-27,1010,1016,W,recall,2.2,309.82,221.07
907078,CR1,2025-10-27,2025-10-28,1010,1019,C,repair,0.3,47.61,49.19
907079,CR1,2025-10-27,2025-10-29,1009,1014,C,maintenance,0.8,136.92,137.73
907080,CR1,2025-10-27,2025-11-01,1009,1017,C,maintenance,0.8,140.78,0.00
907081,CR1,2025-10-27,2025-10-27,1010,1016,W,maintenance,2.8,363.59,342.91
907082,CR1,2025-10-27,2025-10-28,1009,1017,C,repair,3.1,493.83,556.04
907083,CR1,2025-10-27,2025-10-27,1010,1017,C,repair,1.1,174.91,167.54
907084,CR1,2025-10-27,2025-11-01,1009,1018,C,internal_recon,1.2,205.50,0.00
907085,CR1,2025-10-27,2025-10-27,1009,1019,C,repair,1.7,278.64,326.70
907086,CR1,2025-10-27,2025-10-28,1010,1015,C,maintenance,3.0,516.95,598.97
907087,CR1,2025-10-27,2025-10-27,1011,1016,W,recall,1.0,133.95,95.35
907088,CR1,2025-10-27,2025-10-27,1012,1018,C,maintenance,1.7,276.31,288.42
907089,CR1,2025-10-27,2025-10-27,1011,1019,C,maintenance,2.3,390.41,259.83
907090,CR1,2025-10-27,2025-10-27,1012,1014,C,repair,1.8,303.85,0.00
907091,CR1,2025-10-27,2025-10-27,1011,1014,C,maintenance,1.5,259.34,249.33
907092,CR1,2025-10-27,2025-10-27,1010,1013,C,maintenance,0.3,47.84,52.71
907093,CR1,2025-10-27,2025-10-27,1012,1018,C,internal_recon,1.3,224.99,161.11
907094,CR1,2025-10-27,2025-10-27,1012,1013,C,repair,2.5,424.43,365.05
907095,CR1,2025-10-27,2025-10-27,1011,1014,C,maintenance,0.8,128.89,115.17
907096,CR1,2025-10-27,2025-11-01,1012,1019,W,maintenance,2.1,291.35,357.15
907097,CR1,2025-10-27,2025-10-28,1010,1018,C,repair,2.3,376.49,342.15
