deal_number,store_code,deal_date,deal_type,sale_type,status,new_used,stock_number,model_year,make,model,front_gross,fi_gross,doc_fee,gap_attached,gap_gross,vsc_attached,vsc_gross,lender_type,term_months,financed,has_trade,days_in_stock_at_sale,salesperson_id,fi_manager_id
502050,CR1,2025-11-18,L,L,F,N,110660,2026,Hyundai,Kona,-549.05,342.95,699.00,0,0.00,0,0.00,cash,,0,0,25,1003,1021
502051,CR1,2025-11-18,R,R,F,N,110348,2026,Hyundai,Kona,78.74,2863.33,699.00,1,629.58,1,1193.56,captive,84,1,1,70,1005,1020
502052,CR2,2025-11-18,R,R,F,U,210277,2018,Chevrolet,Trax,2228.39,2380.43,699.00,1,585.05,1,1309.50,captive,66,1,1,66,1024,1036
502053,CR2,2025-11-18,R,R,F,N,210517,2026,Kia,Forte,2642.94,1026.30,899.00,0,0.00,1,990.98,cash,,0,1,17,1027,1036
502054,CR2,2025-11-18,R,R,F,U,210340,2020,Jeep,Truck,699.42,2025.53,899.00,0,0.00,1,1343.81,captive,66,1,0,53,1023,1037
502055,CR3,2025-11-18,R,R,F,N,310883,2026,Ford,Bronco,1507.10,2961.22,699.00,1,510.11,1,1950.27,outside,72,1,0,22,1040,1064
502056,CR3,2025-11-18,R,R,F,N,310101,2026,Ford,Escape,1303.73,3063.51,699.00,0,0.00,1,1860.45,captive,72,1,0,89,1042,1063
502057,CR3,2025-11-18,R,R,F,U,310526,2022,Chevrolet,Trax,2985.25,734.90,799.00,0,0.00,0,0.00,captive,84,1,1,63,1045,1064
502058,CR3,2025-11-18,R,R,F,U,310887,2018,Ford,Bronco,2917.71,1360.01,699.00,0,0.00,1,1360.01,cash,,0,0,22,1046,1064
502059,CR3,2025-11-18,L,L,F,N,310657,2025,Ford,Super Duty,1956.22,822.65,899.00,0,0.00,0,0.00,captive,75,1,1,48,1041,1063
502060,CR3,2025-11-18,R,R,F,N,310509,2026,Ford,Explorer,1525.22,2606.70,699.00,0,0.00,1,1789.54,cash,,0,1,66,1045,1063
502061,CR3,2025-11-18,R,R,F,N,310881,2026,Ford,Escape,419.85,2629.41,699.00,0,0.00,1,1485.08,outside,60,1,0,22,1044,1064
502062,CR4,2025-11-18,R,R,F,N,410416,2026,Chevrolet,Silverado 1500,1401.80,866.51,799.00,0,0.00,0,0.00,captive,60,1,0,68,1066,1087
502063,CR4,2025-11-18,R,R,F,N,410461,2025,Chevrolet,Equinox,2461.75,1044.07,699.00,1,662.98,0,0.00,captive,60,1,1,62,1065,1087
502064,CR4,2025-11-18,R,R,F,N,410840,2026,Chevrolet,Colorado,3635.58,2571.91,699.00,0,0.00,1,1615.49,captive,66,1,1,13,1069,1086
502065,CR4,2025-11-18,R,R,F,N,410667,2026,Chevrolet,Traverse,2115.07,434.94,699.00,0,0.00,0,0.00,captive,84,1,0,34,1067,1086
502066,CR4,2025-11-18,R,R,F,N,410431,2026,Chevrolet,Trax,-265.79,546.11,699.00,0,0.00,0,0.00,captive,48,1,0,67,1070,1087
502067,CR4,2025-11-18,R,R,F,U,410424,2017,Toyota,SUV,2810.72,388.61,899.00,0,0.00,0,0.00,captive,72,1,0,67,1072,1087
502068,CR4,2025-11-18,R,R,F,N,410610,2026,Chevrolet,Equinox,2460.16,1565.33,699.00,1,637.12,0,0.00,captive,75,1,0,42,1068,1087
502069,CR4,2025-11-18,R,R,F,N,410443,2025,Chevrolet,Equinox,-2132.62,2732.32,899.00,1,545.35,1,1787.47,captive,84,1,0,64,1065,1087
502070,CR4,2025-11-18,R,W,F,N,410445,2025,Chevrolet,Traverse,-551.05,0.00,0.00,0,0.00,0,0.00,none,,0,0,64,1069,1087
502071,CR4,2025-11-18,R,W,F,N,410152,2026,Chevrolet,Traverse,546.71,0.00,0.00,0,0.00,0,0.00,none,,0,0,82,1069,1087
502072,CR1,2025-11-19,R,R,F,U,110353,2020,GMC,Truck,3644.96,2523.90,699.00,1,763.08,1,1383.76,outside,84,1,1,71,1002,1020
502073,CR1,2025-11-19,R,R,F,U,110031,2020,Ford,Maverick,3028.33,1618.94,699.00,1,539.11,0,0.00,captive,72,1,0,91,1003,1020
502074,CR1,2025-11-19,L,L,F,N,110704,2026,Hyundai,Sonata,1009.19,794.87,899.00,0,0.00,0,0.00,outside,60,1,1,20,1007,1020
502075,CR1,2025-11-19,R,R,F,U,110405,2025,GMC,Truck,2716.61,1946.89,899.00,0,0.00,1,1280.30,captive,75,1,0,63,1005,1021
502076,CR1,2025-11-19,R,R,F,N,110313,2026,Hyundai,Santa Fe,1952.69,567.92,699.00,0,0.00,0,0.00,captive,75,1,0,76,1004,1021
502077,CR1,2025-11-19,R,R,F,U,110373,2024,Nissan,Sedan,2869.80,1842.98,899.00,0,0.00,1,1271.82,captive,84,1,0,68,1003,1021
502078,CR2,2025-11-19,R,R,F,U,210190,2017,Honda,Sedan,3018.40,2682.74,899.00,1,502.26,1,1390.68,captive,72,1,1,89,1025,1036
502079,CR2,2025-11-19,R,R,F,N,210334,2026,Kia,Forte,479.24,827.35,899.00,1,417.07,0,0.00,captive,84,1,0,55,1026,1036
502080,CR2,2025-11-19,R,R,F,N,210482,2025,Kia,Forte,1591.19,261.07,699.00,0,0.00,0,0.00,captive,75,1,0,25,1027,1037
502081,CR2,2025-11-19,R,R,F,U,210006,2021,Nissan,Truck,2620.29,381.97,699.00,0,0.00,0,0.00,cash,,0,0,94,1026,1037
502082,CR2,2025-11-19,R,R,F,U,210237,2025,Honda,SUV,2687.87,1432.56,699.00,1,712.07,0,0.00,captive,84,1,1,75,1027,1037
502083,CR3,2025-11-19,R,R,F,U,310466,2022,Kia,Seltos,2004.74,2227.01,699.00,0,0.00,1,1863.10,outside,84,1,1,71,1042,1064
502084,CR3,2025-11-19,R,R,F,N,310491,2026,Ford,F-150,3057.47,1289.22,699.00,1,749.71,0,0.00,captive,72,1,0,69,1044,1063
502085,CR3,2025-11-19,R,R,F,N,310527,2026,Ford,Bronco,566.76,564.92,799.00,0,0.00,0,0.00,outside,84,1,0,64,1040,1063
502086,CR3,2025-11-19,R,R,F,U,310494,2019,Ford,Bronco,4140.42,848.20,799.00,0,0.00,1,848.20,cash,,0,0,68,1043,1064
502087,CR3,2025-11-19,R,R,F,U,310535,2024,GMC,Sedan,2321.72,2101.65,899.00,1,601.12,1,1363.51,outside,84,1,0,63,1039,1063
502088,CR3,2025-11-19,R,R,F,N,311096,2025,Ford,Escape,880.93,187.48,899.00,0,0.00,0,0.00,captive,48,1,0,0,1042,1063
502089,CR3,2025-11-19,R,R,F,N,310993,2026,Ford,Expedition,2246.31,1505.55,699.00,1,649.28,0,0.00,outside,75,1,1,12,1042,1063
502090,CR3,2025-11-19,R,R,F,N,310294,2026,Ford,Super Duty,63.54,2432.71,799.00,0,0.00,1,1892.87,outside,75,1,1,85,1041,1063
502091,CR3,2025-11-19,R,W,F,U,310562,2017,Chevrolet,Blazer,224.45,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1046,1063
502092,CR4,2025-11-19,R,R,F,U,410434,2017,Chevrolet,Malibu,483.13,924.41,799.00,1,633.32,0,0.00,captive,75,1,1,67,1073,1087
502093,CR4,2025-11-19,R,R,F,N,410404,2025,Chevrolet,Equinox,-358.58,3044.48,899.00,1,634.43,1,1299.31,captive,84,1,1,71,1073,1087
502094,CR4,2025-11-19,R,R,F,U,410499,2022,Kia,Seltos,2935.52,1105.16,899.00,1,495.35,0,0.00,outside,72,1,0,58,1068,1087
502095,CR4,2025-11-19,R,R,F,U,410794,2020,Nissan,Truck,3255.77,2669.71,799.00,1,630.87,1,1673.55,captive,48,1,0,19,1072,1086
502096,CR4,2025-11-19,R,R,F,N,410674,2026,Chevrolet,Trax,2015.09,1159.61,899.00,0,0.00,0,0.00,outside,66,1,1,34,1070,1087
502097,CR4,2025-11-19,R,R,F,N,410370,2026,Chevrolet,Silverado 1500,469.69,2284.08,799.00,1,525.06,1,1209.78,outside,72,1,0,75,1069,1086
502098,CR4,2025-11-19,R,W,F,N,410388,2025,Chevrolet,Tahoe,-820.71,0.00,0.00,0,0.00,0,0.00,none,,0,0,72,1073,1087
502099,CR1,2025-11-20,R,R,F,N,110356,2026,Hyundai,Elantra,876.28,1805.71,699.00,0,0.00,1,1805.71,cash,,0,0,71,1002,1020
502100,CR1,2025-11-20,R,R,F,U,110384,2020,Honda,Truck,2659.69,551.70,799.00,0,0.00,0,0.00,outside,84,1,1,68,1005,1020
502101,CR1,2025-11-20,L,L,F,N,110791,2025,Hyundai,Elantra,2044.79,1437.81,899.00,1,607.23,0,0.00,captive,60,1,0,8,1003,1020
502102,CR1,2025-11-20,R,R,F,U,110343,2023,Hyundai,Santa Fe,2838.89,1130.31,799.00,1,640.12,0,0.00,outside,60,1,0,73,1005,1020
502103,CR1,2025-11-20,L,L,F,N,110394,2026,Hyundai,Palisade,548.83,268.43,699.00,0,0.00,0,0.00,cash,,0,0,65,1005,1021
502104,CR1,2025-11-20,R,R,F,U,110441,2024,Subaru,SUV,2543.60,2029.55,699.00,0,0.00,1,1459.61,captive,75,1,0,59,1001,1021
502105,CR1,2025-11-20,R,R,F,U,110361,2019,Chevrolet,Trax,559.12,1682.84,699.00,1,750.46,0,0.00,captive,60,1,0,71,1004,1021
502106,CR1,2025-11-20,R,W,F,U,110403,2023,Nissan,Truck,22.57,0.00,0.00,0,0.00,0,0.00,none,,0,0,64,1002,1020
502107,CR2,2025-11-20,R,R,F,U,210612,2023,Chevrolet,Colorado,2967.98,383.35,799.00,0,0.00,0,0.00,captive,72,1,0,0,1024,1037
502108,CR2,2025-11-20,R,R,F,U,210222,2023,Kia,K5,3519.60,539.06,799.00,0,0.00,0,0.00,outside,72,1,0,78,1022,1036
502109,CR2,2025-11-20,R,R,F,U,210448,2021,Kia,Carnival,1707.91,1600.80,699.00,1,672.85,0,0.00,outside,66,1,0,34,1024,1036
502110,CR2,2025-11-20,R,R,F,N,210287,2025,Kia,Forte,1933.92,709.26,799.00,0,0.00,0,0.00,outside,48,1,0,65,1026,1037
502111,CR3,2025-11-20,R,R,F,N,310613,2025,Ford,Mustang,2511.43,391.76,799.00,0,0.00,0,0.00,captive,66,1,1,55,1047,1063
502112,CR3,2025-11-20,R,R,F,N,311003,2026,Ford,Bronco,2935.95,1198.17,899.00,0,0.00,0,0.00,outside,72,1,1,12,1045,1064
502113,CR3,2025-11-20,R,R,F,U,310773,2017,Honda,Truck,1557.41,1600.69,699.00,0,0.00,1,1366.94,captive,48,1,0,37,1045,1064
502114,CR3,2025-11-20,R,R,U,N,310521,2025,Ford,Mustang,-1261.54,-579.64,799.00,0,0.00,0,0.00,captive,75,1,1,66,1041,1064
502115,CR3,2025-11-20,R,R,F,N,310544,2026,Ford,Bronco,1410.67,838.19,899.00,1,621.88,0,0.00,captive,75,1,0,63,1044,1064
502116,CR3,2025-11-20,R,R,F,N,310523,2026,Ford,F-150,3938.78,2635.34,799.00,1,500.65,1,1605.24,captive,84,1,0,65,1039,1063
502117,CR3,2025-11-20,R,R,F,U,310569,2019,Hyundai,Palisade,1252.55,924.77,899.00,1,471.53,0,0.00,captive,66,1,0,61,1046,1063
502118,CR3,2025-11-20,R,R,F,N,310529,2026,Ford,Escape,4099.97,978.29,799.00,0,0.00,0,0.00,outside,48,1,0,65,1045,1063
502119,CR3,2025-11-20,R,W,F,N,310292,2026,Ford,Mustang,-1028.72,0.00,0.00,0,0.00,0,0.00,none,,0,0,89,1044,1064
502120,CR4,2025-11-20,R,R,F,N,410440,2026,Chevrolet,Silverado 1500,1416.61,2361.06,799.00,1,492.56,1,1283.05,outside,48,1,1,66,1073,1087
502121,CR4,2025-11-20,R,R,F,U,410578,2021,Honda,Sedan,3475.84,720.25,699.00,0,0.00,0,0.00,outside,72,1,1,48,1065,1086
502122,CR4,2025-11-20,R,R,F,N,410413,2026,Chevrolet,Blazer,2053.00,1430.97,699.00,1,551.37,0,0.00,outside,84,1,0,70,1066,1086
502123,CR4,2025-11-20,R,R,F,N,410450,2026,Chevrolet,Malibu,1285.73,3034.21,699.00,1,488.45,1,1263.64,outside,84,1,0,65,1066,1087
502124,CR4,2025-11-20,R,R,F,N,410458,2026,Chevrolet,Trax,970.83,0.00,699.00,0,0.00,0,0.00,cash,,0,1,64,1070,1087
502125,CR4,2025-11-20,R,R,F,U,410367,2020,GMC,Sedan,4352.35,2638.22,699.00,1,481.57,1,1454.87,outside,72,1,0,76,1072,1086
502126,CR4,2025-11-20,R,W,F,U,410187,2023,Jeep,Truck,-1068.14,0.00,0.00,0,0.00,0,0.00,none,,0,0,82,1072,1086
502127,CR1,2025-11-21,R,R,F,U,110408,2018,Subaru,Sedan,2706.62,2501.98,899.00,1,594.96,1,1068.35,captive,75,1,0,65,1008,1021
502128,CR1,2025-11-21,R,R,F,U,110390,2019,Subaru,Truck,3295.39,626.55,899.00,0,0.00,0,0.00,captive,66,1,0,67,1005,1020
502129,CR1,2025-11-21,R,R,F,U,110419,2023,Chevrolet,Equinox,3706.68,1244.56,699.00,0,0.00,1,1167.39,cash,,0,1,63,1007,1021
502130,CR1,2025-11-21,R,R,F,U,110755,2021,Chevrolet,Colorado,1688.88,320.90,699.00,0,0.00,0,0.00,outside,75,1,0,15,1003,1020
502131,CR1,2025-11-21,L,L,F,N,110673,2026,Hyundai,Kona,-982.94,1685.95,799.00,1,720.74,0,0.00,outside,72,1,0,27,1001,1020
502132,CR1,2025-11-21,R,R,F,N,110744,2026,Hyundai,Ioniq 5,2306.11,686.80,899.00,1,518.03,0,0.00,captive,84,1,0,16,1002,1020
502133,CR2,2025-11-21,R,R,F,N,210245,2026,Kia,K5,944.97,1235.38,699.00,1,620.44,0,0.00,outside,75,1,1,74,1022,1037
502134,CR2,2025-11-21,L,L,F,N,210350,2026,Kia,Forte,3456.09,0.00,799.00,0,0.00,0,0.00,cash,,0,0,53,1025,1037
502135,CR2,2025-11-21,L,L,F,N,210284,2025,Kia,Sorento,1559.52,2541.02,799.00,0,0.00,1,1724.51,outside,75,1,1,66,1022,1036
502136,CR2,2025-11-21,L,L,F,N,210267,2025,Kia,Carnival,1842.96,2459.48,899.00,1,718.08,1,1263.68,outside,72,1,0,70,1025,1037
502137,CR2,2025-11-21,R,R,F,U,210547,2024,Subaru,SUV,2815.44,2563.77,699.00,0,0.00,1,1806.62,captive,72,1,0,14,1027,1036
502138,CR2,2025-11-21,R,W,F,U,210314,2024,Honda,Truck,-497.28,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1024,1037
502139,CR2,2025-11-21,R,W,F,N,210297,2026,Kia,K5,-800.41,0.00,0.00,0,0.00,0,0.00,none,,0,0,64,1027,1036
502140,CR3,2025-11-21,R,R,F,U,311100,2022,Jeep,Sedan,4677.39,1532.05,699.00,0,0.00,1,1338.34,captive,75,1,0,2,1039,1063
502141,CR3,2025-11-21,R,R,F,U,310912,2019,Ford,Bronco,2435.38,855.44,799.00,0,0.00,0,0.00,outside,75,1,0,22,1045,1064
502142,CR3,2025-11-21,R,R,F,N,310552,2026,Ford,Super Duty,553.77,609.86,899.00,0,0.00,0,0.00,captive,84,1,0,63,1044,1064
502143,CR3,2025-11-21,R,R,F,N,310507,2026,Ford,Mustang,646.30,1151.30,699.00,1,660.93,0,0.00,captive,66,1,0,69,1047,1063
502144,CR3,2025-11-21,R,R,F,N,310547,2026,Ford,Mustang,571.07,1766.66,699.00,0,0.00,1,1117.78,captive,72,1,0,64,1042,1063
502145,CR3,2025-11-21,R,R,F,N,310556,2026,Ford,Bronco,3491.11,1138.46,699.00,1,587.60,0,0.00,outside,66,1,1,63,1044,1063
502146,CR3,2025-11-21,R,W,F,N,310515,2025,Ford,Maverick,-380.14,0.00,0.00,0,0.00,0,0.00,none,,0,0,67,1039,1063
502147,CR4,2025-11-21,R,R,F,U,410337,2023,Hyundai,Ioniq 5,3170.33,2057.56,699.00,0,0.00,1,1091.99,outside,72,1,0,81,1065,1087
502148,CR4,2025-11-21,R,R,F,U,410460,2024,Kia,Telluride,4177.85,1456.31,699.00,0,0.00,1,1456.31,cash,,0,1,65,1072,1086
502149,CR4,2025-11-21,R,R,F,N,410857,2026,Chevrolet,Traverse,2721.24,621.98,699.00,0,0.00,0,0.00,captive,72,1,1,14,1073,1086
502150,CR4,2025-11-21,R,R,F,U,410451,2021,Chevrolet,Tahoe,2588.23,2899.98,799.00,1,657.40,1,2000.74,captive,72,1,0,66,1073,1086
502151,CR4,2025-11-21,R,R,F,U,410945,2018,Hyundai,Ioniq 5,844.52,0.00,799.00,0,0.00,0,0.00,cash,,0,0,2,1065,1086
502152,CR4,2025-11-21,R,R,F,U,410782,2021,Nissan,SUV,2923.33,1254.07,699.00,1,688.58,0,0.00,outside,75,1,0,23,1065,1086
502153,CR4,2025-11-21,R,R,F,N,410863,2025,Chevrolet,Tahoe,1795.62,669.03,799.00,0,0.00,0,0.00,captive,48,1,0,13,1067,1086
502154,CR4,2025-11-21,R,R,F,U,410802,2021,Toyota,Sedan,3546.25,2176.45,699.00,0,0.00,1,1533.48,captive,84,1,0,20,1073,1087
502155,CR4,2025-11-21,R,R,F,U,410684,2023,Chevrolet,Tahoe,848.62,2416.55,699.00,0,0.00,1,1665.77,outside,72,1,0,36,1072,1087
502156,CR4,2025-11-21,R,R,F,U,410917,2020,Chevrolet,Equinox,3557.81,501.91,899.00,0,0.00,0,0.00,captive,75,1,0,6,1068,1086
502157,CR4,2025-11-21,R,W,F,N,410494,2026,Chevrolet,Trax,-172.30,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1069,1086
502158,CR4,2025-11-21,R,W,F,N,410463,2026,Chevrolet,Tahoe,-268.07,0.00,0.00,0,0.00,0,0.00,none,,0,0,65,1068,1087
502159,CR1,2025-11-22,R,R,F,U,110396,2019,Jeep,Sedan,4013.97,2479.69,699.00,1,536.95,1,882.33,outside,75,1,1,67,1004,1020
502160,CR1,2025-11-22,R,R,F,U,110712,2023,Subaru,SUV,2397.50,2336.35,699.00,1,612.10,1,1190.51,outside,60,1,0,23,1007,1020
502161,CR1,2025-11-22,R,R,F,N,110364,2025,Hyundai,Tucson,2296.10,954.54,699.00,1,464.56,0,0.00,outside,48,1,0,72,1007,1021
502162,CR1,2025-11-22,R,R,F,U,110422,2023,Ford,F-150,3104.91,1612.89,699.00,1,736.74,0,0.00,captive,48,1,1,64,1001,1020
502163,CR1,2025-11-22,R,R,F,N,110277,2026,Hyundai,Palisade,1624.31,530.81,799.00,1,365.64,0,0.00,outside,66,1,1,90,1001,1020
502164,CR1,2025-11-22,R,R,F,N,110064,2026,Hyundai,Elantra,1575.07,2969.45,699.00,1,555.13,1,1440.68,captive,84,1,0,115,1007,1020
502165,CR1,2025-11-22,R,R,F,N,110716,2026,Hyundai,Sonata,442.38,368.09,699.00,0,0.00,0,0.00,captive,48,1,0,22,1001,1021
502166,CR1,2025-11-22,R,R,F,N,110689,2026,Hyundai,Tucson,1615.37,1555.37,699.00,0,0.00,1,1013.94,cash,,0,1,25,1003,1020
502167,CR1,2025-11-22,R,R,U,U,110844,2021,Hyundai,Tucson,-1849.42,-381.88,799.00,0,0.00,0,0.00,outside,75,1,0,2,1003,1021
502168,CR1,2025-11-22,R,W,F,U,110445,2017,GMC,Truck,-187.33,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1001,1020
502169,CR1,2025-11-22,R,W,F,U,110431,2021,Toyota,SUV,-647.42,0.00,0.00,0,0.00,0,0.00,none,,0,0,63,1007,1021
502170,CR2,2025-11-22,R,R,F,U,210460,2017,Hyundai,Santa Fe,3390.66,2097.74,799.00,0,0.00,1,1368.25,cash,,0,0,32,1024,1036
502171,CR2,2025-11-22,R,R,F,N,210500,2025,Kia,Forte,800.32,899.89,699.00,1,687.58,0,0.00,captive,66,1,0,24,1023,1036
502172,CR2,2025-11-22,R,R,F,U,210483,2025,Toyota,Truck,929.04,1689.68,899.00,0,0.00,1,1479.18,cash,,0,0,28,1025,1037
502173,CR2,2025-11-22,L,L,F,N,210333,2025,Kia,Sportage,3678.11,1190.63,799.00,0,0.00,1,918.44,outside,66,1,1,58,1026,1037
502174,CR2,2025-11-22,R,R,F,N,210290,2026,Kia,Forte,363.39,90.02,699.00,0,0.00,0,0.00,cash,,0,0,67,1027,1036
502175,CR2,2025-11-22,R,R,F,U,210463,2019,GMC,Sedan,3370.01,1606.75,799.00,1,607.77,0,0.00,captive,66,1,1,32,1022,1037
502176,CR3,2025-11-22,R,R,F,U,310406,2025,GMC,Sedan,4950.17,99.48,699.00,0,0.00,0,0.00,cash,,0,1,81,1043,1063
502177,CR3,2025-11-22,R,R,F,U,310695,2024,Chevrolet,Tahoe,1988.72,1011.13,699.00,1,629.86,0,0.00,outside,72,1,0,47,1039,1064
502178,CR3,2025-11-22,R,R,F,U,310407,2020,GMC,SUV,3239.43,1892.62,899.00,0,0.00,1,1892.62,cash,,0,0,81,1038,1063
502179,CR3,2025-11-22,R,R,F,N,310943,2026,Ford,Bronco,2413.75,2482.89,899.00,1,525.58,1,1390.70,outside,60,1,1,21,1048,1064
502180,CR3,2025-11-22,R,R,F,U,310508,2021,Hyundai,Tucson,3480.77,3062.54,699.00,1,729.10,1,1149.41,outside,48,1,1,70,1042,1063
502181,CR3,2025-11-22,L,L,F,N,310499,2026,Ford,Expedition,98.24,1146.62,699.00,1,513.24,0,0.00,outside,72,1,1,71,1044,1064
502182,CR3,2025-11-22,R,R,F,N,311018,2026,Ford,Super Duty,511.34,2945.03,699.00,1,660.25,1,1181.95,outside,48,1,1,12,1041,1064
502183,CR3,2025-11-22,R,R,F,U,310643,2025,GMC,Sedan,4207.01,570.63,699.00,0,0.00,0,0.00,captive,48,1,0,53,1039,1064
502184,CR3,2025-11-22,R,R,F,N,310533,2026,Ford,Expedition,2075.27,0.00,699.00,0,0.00,0,0.00,cash,,0,0,66,1047,1063
502185,CR3,2025-11-22,R,R,F,U,310897,2017,Honda,SUV,367.52,116.46,899.00,0,0.00,0,0.00,captive,72,1,1,25,1047,1063
502186,CR3,2025-11-22,R,R,F,N,310575,2026,Ford,Bronco,3355.65,75.28,699.00,0,0.00,0,0.00,cash,,0,1,61,1041,1064
502187,CR3,2025-11-22,R,W,F,U,310591,2017,Toyota,Sedan,-695.13,0.00,0.00,0,0.00,0,0.00,none,,0,0,60,1046,1064
502188,CR4,2025-11-22,R,R,F,N,410783,2025,Chevrolet,Equinox,2651.92,627.87,899.00,0,0.00,0,0.00,captive,84,1,1,24,1067,1087
502189,CR4,2025-11-22,R,R,F,U,410407,2017,Honda,Sedan,2603.13,3009.28,899.00,1,679.93,1,1780.39,outside,66,1,0,73,1070,1087
502190,CR4,2025-11-22,R,R,F,U,410923,2019,GMC,SUV,1392.30,2077.56,699.00,0,0.00,1,1521.31,cash,,0,1,5,1067,1086
502191,CR4,2025-11-22,R,R,F,N,410406,2025,Chevrolet,Silverado 1500,1578.69,1082.77,699.00,0,0.00,1,538.69,cash,,0,0,73,1065,1087
502192,CR4,2025-11-22,R,R,F,U,410638,2019,Hyundai,Kona,2783.73,1180.09,699.00,0,0.00,1,891.95,outside,75,1,1,43,1068,1087
502193,CR4,2025-11-22,R,R,F,N,410456,2026,Chevrolet,Malibu,661.54,919.79,699.00,0,0.00,0,0.00,captive,75,1,0,66,1072,1087
502194,CR4,2025-11-22,L,L,F,N,410944,2026,Chevrolet,Silverado 1500,1267.18,2712.95,699.00,1,771.48,1,1357.88,outside,84,1,0,3,1072,1086
502195,CR4,2025-11-22,R,R,F,N,410703,2026,Chevrolet,Silverado 1500,2147.29,2576.22,799.00,1,747.40,1,1028.02,outside,84,1,0,33,1072,1087
502196,CR4,2025-11-22,R,R,F,N,410522,2025,Chevrolet,Traverse,1568.40,398.21,899.00,0,0.00,0,0.00,captive,66,1,1,58,1069,1086
502197,CR4,2025-11-22,R,R,F,N,410768,2026,Chevrolet,Malibu,1342.83,1140.92,699.00,1,416.62,0,0.00,outside,72,1,0,25,1073,1086
502198,CR4,2025-11-22,R,R,F,N,410764,2025,Chevrolet,Equinox,953.89,723.12,899.00,0,0.00,0,0.00,captive,84,1,0,26,1067,1086
502199,CR4,2025-11-22,R,W,F,U,410405,2024,Toyota,SUV,-1744.08,0.00,0.00,0,0.00,0,0.00,none,,0,0,73,1073,1087
502200,CR4,2025-11-22,R,W,F,U,410411,2019,GMC,SUV,342.47,0.00,0.00,0,0.00,0,0.00,none,,0,0,73,1070,1087
502201,CR1,2025-11-24,R,R,F,N,110380,2026,Hyundai,Kona,1246.81,1446.64,699.00,1,614.63,0,0.00,outside,66,1,1,72,1005,1020
502202,CR1,2025-11-24,L,L,F,N,110669,2026,Hyundai,Tucson,1642.00,235.49,699.00,0,0.00,0,0.00,cash,,0,1,30,1002,1020
502203,CR1,2025-11-24,R,R,F,N,110788,2026,Hyundai,Sonata,1614.82,2592.47,699.00,0,0.00,1,1755.40,captive,84,1,0,12,1008,1021
502204,CR1,2025-11-24,R,R,F,U,110713,2022,Nissan,SUV,1022.96,2328.14,899.00,1,559.29,1,1339.60,outside,60,1,1,24,1004,1021
502205,CR1,2025-11-24,R,R,F,U,110377,2020,Toyota,Sedan,4131.91,369.72,799.00,0,0.00,0,0.00,outside,48,1,0,73,1008,1020
502206,CR1,2025-11-24,R,R,F,N,110430,2026,Hyundai,Sonata,1524.74,162.33,699.00,0,0.00,0,0.00,cash,,0,0,65,1002,1020
502207,CR1,2025-11-24,R,R,F,U,110727,2025,Toyota,Sedan,1418.77,2678.67,699.00,0,0.00,1,1939.32,captive,72,1,1,21,1007,1020
502208,CR1,2025-11-24,R,R,F,U,110515,2022,Hyundai,Ioniq 5,2645.29,1162.31,699.00,1,713.57,0,0.00,captive,48,1,0,53,1008,1020
502209,CR1,2025-11-24,R,W,F,U,110450,2020,Kia,Forte,-83.34,0.00,0.00,0,0.00,0,0.00,none,,0,0,62,1004,1021
502210,CR2,2025-11-24,R,R,F,U,210539,2024,Jeep,Truck,2784.01,836.69,699.00,0,0.00,0,0.00,outside,72,1,0,19,1023,1037
502211,CR2,2025-11-24,R,R,F,N,210418,2026,Kia,Forte,1101.99,1645.71,899.00,0,0.00,1,1017.99,captive,72,1,1,44,1022,1036
502212,CR2,2025-11-24,R,R,F,U,210487,2023,Chevrolet,Tahoe,3629.26,2216.22,699.00,0,0.00,1,1336.86,captive,75,1,0,28,1022,1037
502213,CR2,2025-11-24,R,W,F,N,210255,2026,Kia,K5,-1523.19,0.00,0.00,0,0.00,0,0.00,none,,0,0,75,1023,1036
502214,CR3,2025-11-24,R,R,F,N,310817,2026,Ford,Mustang,2641.59,1456.58,699.00,1,666.27,0,0.00,captive,48,1,1,35,1042,1064
502215,CR3,2025-11-24,R,R,F,N,310505,2026,Ford,Bronco,1980.46,1264.19,899.00,1,642.54,0,0.00,captive,48,1,0,72,1047,1063
502216,CR3,2025-11-24,L,L,F,N,310559,2026,Ford,Super Duty,547.13,2968.54,799.00,1,737.71,1,1537.19,captive,84,1,0,66,1047,1064
502217,CR3,2025-11-24,R,R,F,U,310878,2017,Subaru,Truck,4398.18,1333.87,899.00,1,564.66,0,0.00,outside,75,1,1,30,1048,1064
502218,CR3,2025-11-24,R,R,F,N,310551,2026,Ford,Bronco,1508.48,2534.00,799.00,1,645.11,1,1030.17,outside,84,1,0,66,1046,1064
502219,CR3,2025-11-24,R,R,F,U,310543,2020,Ford,Mustang,2006.43,3251.79,799.00,1,679.26,1,1805.83,outside,72,1,0,67,1048,1063
502220,CR3,2025-11-24,R,R,F,U,310745,2024,Toyota,Truck,1205.16,2022.23,799.00,0,0.00,1,1555.49,captive,66,1,0,44,1045,1064
502221,CR3,2025-11-24,R,R,F,N,310795,2026,Ford,Escape,-70.85,1282.71,799.00,1,611.83,0,0.00,outside,60,1,1,38,1041,1064
