snapshot_date,store_code,stock_number,new_used,model_year,make,model,days_in_stock,cost,list_price,price_drops
2025-10-13,CR2,210401,N,2026,Kia,K5,5,32359.18,34402.32,0
2025-10-13,CR3,310708,N,2026,Ford,Expedition,5,21296.82,23180.44,1
2025-10-13,CR3,310709,N,2026,Ford,Escape,5,29331.19,32709.15,0
2025-10-13,CR3,310710,N,2025,Ford,Explorer,5,38003.71,42303.63,0
2025-10-13,CR3,310711,N,2026,Ford,Mustang,5,34793.48,40217.60,0
2025-10-13,CR3,310712,U,2022,Nissan,SUV,5,29003.11,31234.46,0
2025-10-13,CR3,310713,U,2023,Hyundai,Tucson,5,27125.78,28862.34,0
2025-10-13,CR3,310714,N,2026,Ford,Expedition,5,38590.74,42601.66,0
2025-10-13,CR3,310715,N,2025,Ford,Explorer,5,32592.32,36204.46,1
2025-10-13,CR3,310716,U,2020,Chevrolet,Trax,5,17518.29,19717.29,0
2025-10-13,CR3,310717,U,2024,Ford,Expedition,5,17151.11,18683.76,0
2025-10-13,CR3,310718,N,2026,Ford,Expedition,5,30156.11,33278.25,0
2025-10-13,CR3,310719,N,2026,Ford,Explorer,5,32083.09,34187.71,0
2025-10-13,CR3,310720,N,2026,Ford,Maverick,5,22807.80,24063.52,1
2025-10-13,CR4,410611,U,2024,Nissan,Truck,5,19010.78,21271.05,0
2025-10-13,CR4,410612,N,2026,Chevrolet,Silverado 1500,5,39616.39,44835.19,0
2025-10-13,CR4,410613,N,2026,Chevrolet,Tahoe,5,44914.35,51611.93,0
2025-10-13,CR4,410614,N,2026,Chevrolet,Tahoe,5,17042.91,19199.72,0
2025-10-13,CR4,410615,N,2025,Chevrolet,Traverse,5,30117.17,33471.26,0
2025-10-13,CR4,410616,U,2022,Toyota,Truck,5,16288.22,17391.98,0
2025-10-13,CR4,410617,N,2026,Chevrolet,Malibu,5,24828.58,25932.88,1
2025-10-13,CR4,410618,U,2017,Ford,Maverick,5,23017.36,25107.22,0
2025-10-13,CR4,410619,N,2026,Chevrolet,Blazer,5,30634.64,32515.36,0
2025-10-13,CR4,410620,N,2026,Chevrolet,Traverse,5,26196.80,29162.54,0
2025-10-13,CR1,110550,U,2025,GMC,Truck,4,17638.09,18650.06,2
2025-10-13,CR1,110551,N,2026,Hyundai,Kona,4,32073.65,34000.41,0
2025-10-13,CR1,110552,N,2026,Hyundai,Santa Fe,4,37513.75,41426.97,0
2025-10-13,CR1,110553,N,2025,Hyundai,Tucson,4,31355.52,33521.16,0
2025-10-13,CR1,110554,N,2026,Hyundai,Sonata,4,22250.11,24893.29,0
2025-10-13,CR1,110555,N,2026,Hyundai,Palisade,4,37440.36,38764.11,1
2025-10-13,CR1,110556,N,2026,Hyundai,Palisade,4,32616.16,35973.18,1
2025-10-13,CR2,210402,U,2019,Hyundai,Tucson,4,30034.30,33642.19,0
2025-10-13,CR2,210403,N,2026,Kia,Telluride,4,26566.11,28458.67,2
2025-10-13,CR2,210405,N,2026,Kia,Seltos,4,31904.42,36347.01,0
2025-10-13,CR2,210406,N,2026,Kia,Forte,4,32103.07,33532.74,2
2025-10-13,CR3,310721,N,2026,Ford,Expedition,4,32976.20,36288.28,0
2025-10-13,CR3,310722,N,2026,Ford,Mustang,4,38987.08,42300.57,2
2025-10-13,CR3,310723,U,2018,GMC,SUV,4,13642.96,14148.40,1
2025-10-13,CR3,310724,U,2019,Kia,Sportage,4,16652.42,17894.54,0
2025-10-13,CR3,310725,U,2020,Nissan,SUV,4,26919.39,27783.48,1
2025-10-13,CR3,310726,N,2025,Ford,Mustang,4,36090.55,38284.27,1
2025-10-13,CR4,410621,N,2026,Chevrolet,Trax,4,23645.31,26054.50,0
2025-10-13,CR4,410622,N,2026,Chevrolet,Malibu,4,31423.17,35942.51,0
2025-10-13,CR4,410623,N,2026,Chevrolet,Equinox,4,33344.74,37883.20,0
2025-10-13,CR4,410624,N,2026,Chevrolet,Silverado 1500,4,40748.04,43967.93,0
2025-10-13,CR4,410625,U,2024,Ford,Maverick,4,27005.61,29300.18,1
2025-10-13,CR4,410626,N,2026,Chevrolet,Blazer,4,30642.32,33176.08,0
2025-10-13,CR4,410628,N,2026,Chevrolet,Traverse,4,41458.42,44649.05,0
2025-10-13,CR4,410629,U,2020,Jeep,SUV,4,9696.26,11113.00,0
2025-10-13,CR4,410631,N,2026,Chevrolet,Trax,4,29231.98,30556.66,3
2025-10-13,CR1,110557,U,2024,Honda,Truck,3,22528.16,25590.31,0
2025-10-13,CR1,110559,N,2026,Hyundai,Santa Fe,3,26401.93,26193.53,3
2025-10-13,CR1,110560,N,2026,Hyundai,Tucson,3,43879.85,47671.99,0
2025-10-13,CR1,110561,U,2021,Nissan,Sedan,3,25667.14,27965.41,0
2025-10-13,CR1,110562,N,2026,Hyundai,Kona,3,40420.58,46585.48,0
2025-10-13,CR1,110563,U,2024,Ford,Expedition,3,16453.72,18991.51,0
2025-10-13,CR1,110564,N,2026,Hyundai,Elantra,3,30599.57,30776.48,2
2025-10-13,CR1,110565,N,2025,Hyundai,Kona,3,35733.05,37320.98,2
2025-10-13,CR2,210407,N,2026,Kia,Sorento,3,29088.96,33671.55,0
2025-10-13,CR2,210408,N,2026,Kia,Seltos,3,40026.87,44417.66,0
2025-10-13,CR2,210409,N,2026,Kia,Carnival,3,40902.35,44508.30,0
2025-10-13,CR2,210411,N,2026,Kia,K5,3,28167.00,30382.33,1
2025-10-13,CR2,210412,N,2026,Kia,Telluride,3,28685.82,32117.38,0
2025-10-13,CR3,310727,N,2026,Ford,Escape,3,52144.68,59811.56,0
2025-10-13,CR3,310728,N,2025,Ford,Expedition,3,32793.25,36592.63,1
2025-10-13,CR3,310729,N,2026,Ford,Super Duty,3,32320.10,35843.93,0
2025-10-13,CR3,310730,N,2026,Ford,Super Duty,3,32472.49,34899.37,0
2025-10-13,CR3,310731,U,2021,Subaru,SUV,3,18437.18,19555.36,1
2025-10-13,CR3,310732,U,2022,GMC,Sedan,3,21380.25,23825.06,1
2025-10-13,CR3,310733,N,2026,Ford,Expedition,3,31270.44,32387.18,1
2025-10-13,CR3,310734,N,2025,Ford,Expedition,3,29616.27,31900.00,0
2025-10-13,CR3,310735,N,2026,Ford,F-150,3,32578.72,33909.35,1
2025-10-13,CR3,310737,N,2025,Ford,Super Duty,3,42326.47,43524.47,1
2025-10-13,CR3,310738,N,2026,Ford,Escape,3,21281.96,23047.22,0
2025-10-13,CR4,410632,N,2025,Chevrolet,Malibu,3,22440.93,24494.20,0
2025-10-13,CR4,410633,N,2026,Chevrolet,Colorado,3,25225.93,28571.04,0
2025-10-13,CR4,410634,N,2025,Chevrolet,Equinox,3,35777.58,36830.81,1
2025-10-13,CR4,410635,N,2025,Chevrolet,Blazer,3,41646.38,45935.58,0
2025-10-13,CR4,410636,U,2021,Hyundai,Palisade,3,18296.83,18911.87,1
2025-10-13,CR4,410637,N,2025,Chevrolet,Malibu,3,39931.85,43072.00,0
2025-10-13,CR4,410638,U,2019,Hyundai,Kona,3,19317.93,20740.35,0
2025-10-13,CR4,410639,N,2026,Chevrolet,Silverado 1500,3,27240.78,30193.15,1
2025-10-13,CR1,110566,N,2026,Hyundai,Ioniq 5,2,43234.54,48185.62,0
2025-10-13,CR1,110567,U,2023,Kia,Sorento,2,28610.47,32092.28,0
2025-10-13,CR1,110568,N,2026,Hyundai,Kona,2,42780.21,47267.72,1
2025-10-13,CR1,110569,N,2026,Hyundai,Palisade,2,20085.39,22761.51,0
2025-10-13,CR1,110570,N,2026,Hyundai,Kona,2,40531.54,44175.15,0
2025-10-13,CR1,110571,N,2026,Hyundai,Ioniq 5,2,28991.47,28700.90,4
2025-10-13,CR1,110572,U,2024,Subaru,Truck,2,21498.05,22465.95,1
2025-10-13,CR1,110573,N,2026,Hyundai,Elantra,2,52112.73,60391.69,0
2025-10-13,CR1,110574,N,2026,Hyundai,Sonata,2,23484.58,24809.14,1
2025-10-13,CR2,210413,U,2021,Toyota,SUV,2,13968.73,16163.25,0
2025-10-13,CR2,210414,N,2025,Kia,Sportage,2,43460.25,46979.38,0
2025-10-13,CR2,210415,N,2026,Kia,Carnival,2,37604.20,34463.32,5
2025-10-13,CR2,210416,U,2023,Subaru,SUV,2,7354.19,7999.98,0
2025-10-13,CR2,210417,N,2026,Kia,Telluride,2,46112.78,50227.65,0
2025-10-13,CR2,210418,N,2026,Kia,Forte,2,26817.73,31061.17,0
2025-10-13,CR2,210419,U,2018,Honda,Truck,2,25446.52,27978.61,0
2025-10-13,CR3,310739,N,2026,Ford,Super Duty,2,31471.79,33501.69,1
2025-10-13,CR3,310740,N,2026,Ford,Mustang,2,40046.27,40592.90,2
2025-10-13,CR3,310741,U,2024,Subaru,Truck,2,11223.54,12476.10,1
2025-10-13,CR3,310742,U,2021,Nissan,Sedan,2,20206.98,21634.21,0
2025-10-13,CR3,310743,N,2026,Ford,Maverick,2,27619.48,30128.71,1
2025-10-13,CR3,310744,U,2021,Kia,Sportage,2,20995.28,23419.83,0
2025-10-13,CR3,310745,U,2024,Toyota,Truck,2,28845.31,32512.37,0
2025-10-13,CR3,310746,N,2026,Ford,Escape,2,30482.29,35239.33,0
2025-10-13,CR3,310747,N,2026,Ford,Bronco,2,33926.79,38394.24,0
2025-10-13,CR3,310748,U,2021,GMC,Sedan,2,29957.68,34385.17,0
2025-10-13,CR3,310749,U,2024,Honda,Sedan,2,19780.88,22177.16,0
2025-10-13,CR3,310750,N,2026,Ford,Explorer,2,25498.06,28158.42,0
2025-10-13,CR3,310751,U,2020,GMC,SUV,2,18958.89,20034.67,3
2025-10-13,CR4,410640,N,2026,Chevrolet,Trax,2,32027.46,34644.75,2
2025-10-13,CR4,410641,U,2017,Kia,Forte,2,22991.19,26003.26,0
2025-10-13,CR4,410642,N,2026,Chevrolet,Colorado,2,33296.72,36284.62,1
2025-10-13,CR4,410643,N,2026,Chevrolet,Equinox,2,34316.68,37066.17,0
2025-10-13,CR4,410644,U,2025,Honda,Sedan,2,19080.22,20524.12,0
2025-10-13,CR4,410645,N,2026,Chevrolet,Malibu,2,41025.22,46600.95,0
2025-10-13,CR4,410646,N,2026,Chevrolet,Tahoe,2,35585.17,38172.66,0
2025-10-13,CR4,410647,N,2026,Chevrolet,Tahoe,2,22896.26,26212.20,0
2025-10-13,CR4,410648,N,2026,Chevrolet,Silverado 1500,2,21035.88,21227.91,2
2025-10-13,CR1,110575,N,2026,Hyundai,Palisade,0,36189.52,40216.65,0
2025-10-13,CR1,110576,N,2026,Hyundai,Elantra,0,30243.41,32226.60,0
2025-10-13,CR1,110577,U,2025,Subaru,Truck,0,13919.37,15885.13,0
2025-10-13,CR1,110578,N,2026,Hyundai,Elantra,0,33174.64,36528.13,0
2025-10-13,CR1,110579,U,2019,Ford,F-150,0,15514.35,17139.73,0
2025-10-13,CR1,110580,U,2018,Honda,SUV,0,24923.54,27993.19,1
2025-10-13,CR1,110581,N,2025,Hyundai,Sonata,0,29702.84,29965.40,2
2025-10-13,CR1,110582,U,2019,Kia,Sportage,0,20768.64,22998.36,0
2025-10-13,CR2,210420,N,2026,Kia,Forte,0,25385.11,27387.72,0
2025-10-13,CR2,210421,N,2025,Kia,Sorento,0,29337.03,32538.29,0
2025-10-13,CR2,210422,U,2024,Nissan,SUV,0,17852.29,19852.84,1
2025-10-13,CR2,210423,N,2026,Kia,Sorento,0,30701.88,33272.47,0
2025-10-13,CR2,210424,N,2025,Kia,Forte,0,26327.36,28824.13,0
2025-10-13,CR2,210425,U,2024,Toyota,Truck,0,34101.05,39445.61,0
2025-10-13,CR2,210426,N,2025,Kia,Sorento,0,35140.51,36788.66,1
2025-10-13,CR3,310752,U,2022,GMC,SUV,0,11755.15,12185.86,1
2025-10-13,CR3,310753,N,2026,Ford,Super Duty,0,36395.58,36564.04,2
2025-10-13,CR3,310754,U,2025,Honda,Truck,0,20529.17,23717.99,0
2025-10-13,CR3,310755,U,2020,GMC,Truck,0,16401.24,17825.72,0
2025-10-13,CR3,310756,N,2026,Ford,Mustang,0,36598.29,40725.92,0
2025-10-13,CR3,310757,N,2025,Ford,Explorer,0,16055.30,17496.01,0
2025-10-13,CR3,310758,N,2026,Ford,Escape,0,29266.87,31992.26,1
2025-10-13,CR3,310759,N,2026,Ford,F-150,0,19992.53,21997.33,0
2025-10-13,CR3,310760,N,2026,Ford,Escape,0,32575.21,37634.01,0
2025-10-13,CR3,310761,U,2024,Hyundai,Sonata,0,6283.65,6928.10,0
2025-10-13,CR3,310762,U,2017,GMC,SUV,0,17325.68,19071.60,0
2025-10-13,CR3,310763,N,2026,Ford,Maverick,0,35569.11,39383.11,0
2025-10-13,CR4,410649,U,2025,Nissan,Sedan,0,21222.79,23675.20,0
2025-10-13,CR4,410650,N,2025,Chevrolet,Tahoe,0,14324.94,16283.49,0
2025-10-13,CR4,410651,U,2017,Honda,Sedan,0,19402.34,21187.39,1
2025-10-13,CR4,410652,N,2026,Chevrolet,Colorado,0,35649.46,37971.47,0
2025-10-13,CR4,410653,N,2025,Chevrolet,Trax,0,18081.58,20195.91,1
2025-10-13,CR4,410654,N,2026,Chevrolet,Traverse,0,39992.41,43269.72,0
2025-10-13,CR4,410655,N,2026,Chevrolet,Trax,0,34859.98,36978.68,0
2025-10-20,CR1,110002,U,2021,GMC,Truck,65,17476.79,18629.17,1
2025-10-20,CR1,110003,N,2025,Hyundai,Kona,95,37109.67,35910.04,4
2025-10-20,CR1,110004,N,2026,Hyundai,Santa Fe,65,29063.13,29669.96,3
2025-10-20,CR1,110005,N,2026,Hyundai,Tucson,52,22613.16,23497.83,1
2025-10-20,CR1,110017,U,2023,GMC,Truck,50,23408.87,24260.20,1
2025-10-20,CR1,110031,U,2020,Ford,Maverick,61,24135.41,26130.75,1
2025-10-20,CR1,110054,N,2025,Hyundai,Sonata,53,21333.47,23697.29,0
2025-10-20,CR1,110058,U,2021,Toyota,SUV,57,17845.44,19977.51,1
2025-10-20,CR1,110059,N,2026,Hyundai,Palisade,72,35947.95,39378.07,1
2025-10-20,CR1,110063,N,2026,Hyundai,Elantra,55,24864.88,26433.18,2
2025-10-20,CR1,110064,N,2026,Hyundai,Elantra,82,43760.71,47131.01,1
2025-10-20,CR1,110065,N,2026,Hyundai,Santa Fe,61,35135.90,38033.39,0
2025-10-20,CR1,110072,N,2026,Hyundai,Sonata,67,24240.82,27204.46,1
2025-10-20,CR1,110085,N,2026,Hyundai,Ioniq 5,53,36419.90,38748.71,1
2025-10-20,CR1,110089,N,2026,Hyundai,Ioniq 5,54,40133.74,42684.53,0
2025-10-20,CR1,110091,U,2021,Jeep,Sedan,74,28327.20,29892.98,1
2025-10-20,CR1,110092,N,2026,Hyundai,Kona,50,38507.44,41354.07,1
2025-10-20,CR1,110098,U,2020,Subaru,Truck,66,21233.55,23526.95,1
2025-10-20,CR1,110108,U,2024,Ford,Super Duty,58,27441.87,31085.92,0
2025-10-20,CR1,110110,U,2020,Toyota,Sedan,63,23266.17,26154.10,1
2025-10-20,CR1,110116,U,2025,GMC,SUV,54,14146.05,14953.80,1
2025-10-20,CR1,110119,N,2025,Hyundai,Santa Fe,51,22000.99,24444.23,1
2025-10-20,CR1,110124,N,2026,Hyundai,Tucson,62,39634.63,45569.84,0
2025-10-20,CR1,110125,U,2019,Hyundai,Kona,62,14984.03,16342.08,1
2025-10-20,CR1,110126,U,2022,GMC,SUV,74,22507.26,25195.63,0
2025-10-20,CR1,110130,N,2026,Hyundai,Santa Fe,56,35990.04,36760.82,2
2025-10-20,CR1,110139,U,2023,Kia,Seltos,65,14742.05,14715.85,4
2025-10-20,CR1,110143,U,2018,Ford,F-150,52,21785.52,23211.20,1
2025-10-20,CR1,110145,N,2025,Hyundai,Tucson,72,40685.48,45226.65,0
2025-10-20,CR1,110147,U,2023,Honda,Truck,58,27297.12,31211.43,0
2025-10-20,CR1,110152,N,2025,Hyundai,Tucson,66,27371.47,28648.19,2
2025-10-20,CR1,110154,N,2026,Hyundai,Elantra,59,33632.67,34705.19,2
2025-10-20,CR1,110155,N,2026,Hyundai,Sonata,61,31341.31,33863.93,1
2025-10-20,CR1,110156,U,2020,Honda,Truck,64,23234.63,24187.49,2
2025-10-20,CR1,110159,U,2019,Jeep,Sedan,72,17471.41,18467.35,3
2025-10-20,CR1,110162,N,2026,Hyundai,Elantra,63,31001.91,34785.99,1
2025-10-20,CR1,110164,U,2018,Ford,Expedition,56,36255.57,41607.35,0
2025-10-20,CR1,110172,U,2020,Ford,Escape,95,26411.21,28238.84,1
2025-10-20,CR1,110185,N,2025,Hyundai,Tucson,71,29423.96,31424.22,2
2025-10-20,CR1,110189,N,2026,Hyundai,Santa Fe,66,34139.45,36557.30,0
2025-10-20,CR1,110190,N,2026,Hyundai,Ioniq 5,56,23678.86,25478.38,1
2025-10-20,CR1,110194,N,2026,Hyundai,Sonata,53,35917.50,34910.99,3
2025-10-20,CR1,110200,N,2026,Hyundai,Ioniq 5,71,23730.56,25308.30,2
2025-10-20,CR1,110205,N,2026,Hyundai,Santa Fe,62,45789.28,49664.52,1
2025-10-20,CR1,110210,U,2019,Nissan,SUV,53,16042.75,17842.04,0
2025-10-20,CR1,110212,N,2025,Hyundai,Palisade,65,33676.05,34661.59,1
2025-10-20,CR1,110213,N,2026,Hyundai,Santa Fe,65,35186.90,36448.59,3
2025-10-20,CR1,110218,N,2026,Hyundai,Sonata,55,31847.75,35490.16,0
2025-10-20,CR1,110222,U,2018,Jeep,Sedan,59,25823.69,27809.66,0
2025-10-20,CR1,110223,N,2026,Hyundai,Kona,84,38714.10,41184.63,1
2025-10-20,CR1,110227,N,2026,Hyundai,Kona,50,40446.15,43427.83,0
2025-10-20,CR1,110228,U,2021,GMC,Sedan,82,24728.27,24932.72,2
2025-10-20,CR1,110229,U,2025,Nissan,Sedan,52,14009.59,16007.55,0
2025-10-20,CR1,110233,N,2026,Hyundai,Sonata,51,37680.20,41165.71,0
2025-10-20,CR1,110235,U,2024,Nissan,Truck,59,17391.64,19208.35,0
2025-10-20,CR1,110237,N,2026,Hyundai,Elantra,79,29913.81,30943.84,2
2025-10-20,CR1,110240,N,2025,Hyundai,Ioniq 5,71,35642.39,37106.25,2
2025-10-20,CR1,110241,U,2021,Subaru,SUV,51,20824.11,23318.52,0
2025-10-20,CR1,110244,N,2025,Hyundai,Santa Fe,50,26837.71,28515.89,1
2025-10-20,CR1,110252,N,2026,Hyundai,Santa Fe,68,37483.85,40769.40,0
2025-10-20,CR1,110258,U,2018,Chevrolet,Trax,54,19347.23,20754.24,0
2025-10-20,CR1,110265,U,2017,Ford,Mustang,54,23297.60,24616.33,1
2025-10-20,CR1,110269,N,2026,Hyundai,Sonata,64,35074.25,36207.96,1
2025-10-20,CR1,110270,N,2026,Hyundai,Ioniq 5,53,26563.75,28733.37,2
2025-10-20,CR1,110277,N,2026,Hyundai,Palisade,57,33006.77,33847.48,2
2025-10-20,CR1,110283,U,2021,Nissan,Truck,67,16419.86,15998.81,3
2025-10-20,CR2,210006,U,2021,Nissan,Truck,64,18478.67,20875.94,0
2025-10-20,CR2,210036,N,2026,Kia,Carnival,57,31312.78,33343.37,0
2025-10-20,CR2,210055,N,2026,Kia,K5,70,21594.04,21535.58,3
2025-10-20,CR2,210057,N,2026,Kia,Forte,51,30330.67,32627.01,1
2025-10-20,CR2,210064,U,2018,Kia,Forte,53,23509.28,25072.47,1
2025-10-20,CR2,210077,N,2025,Kia,Sorento,60,25547.82,27609.94,2
2025-10-20,CR2,210086,N,2026,Kia,Sorento,51,30458.38,35217.94,0
2025-10-20,CR2,210087,U,2024,GMC,Sedan,89,22292.53,23175.89,3
2025-10-20,CR2,210092,N,2025,Kia,Sorento,56,19631.76,20465.13,3
2025-10-20,CR2,210094,N,2026,Kia,Seltos,63,30563.28,34282.55,1
2025-10-20,CR2,210101,U,2025,Hyundai,Santa Fe,74,23485.03,25756.99,1
2025-10-20,CR2,210103,N,2026,Kia,Sportage,57,31193.98,34208.33,0
2025-10-20,CR2,210104,N,2026,Kia,Forte,54,41203.02,44456.93,2
2025-10-20,CR2,210105,U,2024,Jeep,SUV,112,18395.81,19882.82,1
2025-10-20,CR2,210111,N,2026,Kia,Telluride,58,32048.02,33554.90,3
2025-10-20,CR2,210112,N,2026,Kia,Carnival,74,44841.79,47675.44,0
2025-10-20,CR2,210113,U,2017,Honda,Sedan,61,19004.77,19720.21,2
2025-10-20,CR2,210118,N,2025,Kia,Seltos,62,30907.99,33754.75,1
2025-10-20,CR2,210119,N,2026,Kia,K5,72,35060.11,35237.18,4
2025-10-20,CR2,210124,N,2026,Kia,Carnival,63,40220.36,43502.58,2
2025-10-20,CR2,210126,N,2026,Kia,Carnival,74,39660.29,39676.85,3
2025-10-20,CR2,210136,U,2025,Subaru,Sedan,86,23556.05,24272.68,1
2025-10-20,CR2,210137,N,2026,Kia,Seltos,79,36011.35,37898.83,2
2025-10-20,CR2,210142,N,2026,Kia,Forte,57,39214.54,43736.92,0
2025-10-20,CR2,210145,N,2026,Kia,Sorento,62,35889.53,38531.77,1
2025-10-20,CR2,210146,N,2026,Kia,Sportage,66,30853.15,33410.62,1
2025-10-20,CR2,210148,N,2026,Kia,Seltos,53,22929.26,24526.21,1
2025-10-20,CR2,210151,N,2026,Kia,Carnival,65,19667.80,20946.73,1
2025-10-20,CR2,210152,U,2024,Kia,Seltos,95,12375.22,13010.45,2
2025-10-20,CR2,210154,N,2026,Kia,Sorento,55,35426.32,40039.98,0
2025-10-20,CR2,210155,U,2022,Hyundai,Ioniq 5,90,22833.17,22898.17,2
2025-10-20,CR2,210160,N,2026,Kia,Seltos,59,30375.29,33088.59,2
2025-10-20,CR2,210161,N,2026,Kia,Forte,54,41305.89,42403.24,3
2025-10-20,CR2,210168,N,2026,Kia,Sportage,74,28733.23,27449.91,4
2025-10-20,CR2,210175,U,2022,Hyundai,Sonata,67,14772.28,16073.85,1
2025-10-20,CR2,210176,N,2026,Kia,Sorento,73,28788.10,28992.55,2
2025-10-20,CR2,210183,N,2025,Kia,Seltos,68,41475.80,43383.13,1
2025-10-20,CR2,210190,U,2017,Honda,Sedan,59,31662.32,31616.59,2
2025-10-20,CR2,210191,U,2017,Ford,F-150,68,10972.01,11212.93,2
2025-10-20,CR2,210206,U,2018,Subaru,SUV,60,35759.20,36908.62,1
2025-10-20,CR3,310004,U,2020,Subaru,SUV,64,25510.31,27730.29,0
2025-10-20,CR3,310006,U,2018,Ford,Expedition,64,30465.87,33201.35,2
2025-10-20,CR3,310014,N,2026,Ford,Mustang,52,43263.99,46565.20,1
2025-10-20,CR3,310026,N,2026,Ford,Expedition,91,23165.79,23963.88,3
2025-10-20,CR3,310027,U,2019,Nissan,Truck,53,23003.28,25868.38,0
2025-10-20,CR3,310030,U,2018,Nissan,Sedan,62,15889.53,17835.65,1
2025-10-20,CR3,310036,N,2026,Ford,Bronco,56,40215.72,42343.00,1
2025-10-20,CR3,310040,N,2026,Ford,Maverick,53,41699.25,45267.24,2
2025-10-20,CR3,310048,U,2018,Chevrolet,Equinox,60,24309.69,25249.87,1
2025-10-20,CR3,310050,N,2026,Ford,Expedition,62,21428.37,22958.74,1
2025-10-20,CR3,310054,N,2026,Ford,Explorer,63,32914.54,34338.97,1
2025-10-20,CR3,310062,N,2026,Ford,Bronco,65,48275.55,51271.35,1
2025-10-20,CR3,310063,U,2022,Kia,K5,59,24719.39,26832.03,0
2025-10-20,CR3,310064,N,2026,Ford,Explorer,75,29250.56,33111.91,0
2025-10-20,CR3,310065,N,2026,Ford,Maverick,53,41107.87,45610.53,0
2025-10-20,CR3,310067,U,2019,Chevrolet,Blazer,58,9140.29,10086.11,1
2025-10-20,CR3,310074,U,2025,GMC,SUV,66,23319.29,25368.21,2
2025-10-20,CR3,310086,N,2026,Ford,Bronco,57,41715.28,48373.88,0
2025-10-20,CR3,310087,N,2026,Ford,Mustang,75,37584.42,39562.04,1
2025-10-20,CR3,310089,U,2025,Nissan,Truck,89,16320.53,17167.89,2
2025-10-20,CR3,310100,N,2026,Ford,Maverick,51,35058.41,37181.12,1
2025-10-20,CR3,310101,N,2026,Ford,Escape,60,31135.91,31777.25,2
2025-10-20,CR3,310102,N,2026,Ford,Explorer,58,40929.90,45868.20,0
2025-10-20,CR3,310115,U,2021,Ford,Maverick,54,23894.69,26104.06,1
2025-10-20,CR3,310117,U,2025,Toyota,Truck,77,21401.67,23290.41,2
2025-10-20,CR3,310131,N,2025,Ford,Mustang,71,32160.57,33650.21,2
2025-10-20,CR3,310137,U,2018,Honda,Truck,61,19519.97,20410.22,1
2025-10-20,CR3,310141,N,2026,Ford,Maverick,75,26048.97,27658.36,2
2025-10-20,CR3,310142,N,2026,Ford,F-150,70,43981.31,44896.44,2
2025-10-20,CR3,310149,N,2026,Ford,Expedition,53,34625.19,36865.84,0
2025-10-20,CR3,310151,U,2018,Kia,Seltos,66,23269.63,26027.46,1
2025-10-20,CR3,310162,U,2017,Nissan,SUV,60,21095.90,24172.05,0
2025-10-20,CR3,310166,N,2026,Ford,Maverick,57,27819.78,29883.13,1
2025-10-20,CR3,310173,U,2024,Jeep,SUV,51,19790.44,20151.05,3
2025-10-20,CR3,310178,N,2026,Ford,Bronco,51,32541.63,34754.20,2
2025-10-20,CR3,310179,N,2025,Ford,Expedition,66,42852.17,46745.94,2
2025-10-20,CR3,310187,N,2026,Ford,Explorer,52,35299.86,38790.63,1
2025-10-20,CR3,310193,U,2019,Subaru,Sedan,58,16834.60,17534.82,1
2025-10-20,CR3,310194,U,2024,Honda,SUV,91,30302.59,33300.32,1
2025-10-20,CR3,310198,U,2022,GMC,Truck,63,9561.31,10461.90,1
2025-10-20,CR3,310203,N,2026,Ford,Mustang,64,38352.70,42916.35,0
2025-10-20,CR3,310205,U,2020,Nissan,Truck,74,25279.42,26157.23,2
2025-10-20,CR3,310214,N,2026,Ford,Expedition,67,39747.87,42065.44,2
2025-10-20,CR3,310226,U,2018,Nissan,Sedan,53,11816.54,13202.38,0
2025-10-20,CR3,310231,N,2026,Ford,Super Duty,64,32215.07,34468.98,0
2025-10-20,CR3,310233,U,2018,Honda,SUV,60,16879.06,18847.50,0
2025-10-20,CR3,310238,N,2026,Ford,Explorer,50,45737.34,48767.37,1
2025-10-20,CR3,310240,N,2026,Ford,Mustang,77,40115.24,42504.22,1
2025-10-20,CR3,310243,N,2026,Ford,Explorer,57,27676.04,28939.74,1
2025-10-20,CR3,310248,N,2026,Ford,Maverick,56,32887.82,36436.45,0
2025-10-20,CR3,310250,N,2026,Ford,Explorer,82,39246.75,45188.13,0
2025-10-20,CR3,310252,N,2026,Ford,Explorer,58,30393.28,34273.22,0
2025-10-20,CR3,310253,N,2026,Ford,Super Duty,57,29740.46,32196.56,2
2025-10-20,CR3,310263,N,2026,Ford,Mustang,68,34778.42,37191.62,2
2025-10-20,CR3,310268,N,2025,Ford,Escape,51,37384.32,39093.62,1
2025-10-20,CR3,310279,U,2025,Jeep,Sedan,56,16599.66,18796.83,0
2025-10-20,CR3,310282,N,2026,Ford,Explorer,63,24163.95,26102.64,1
2025-10-20,CR3,310287,N,2025,Ford,F-150,70,40196.41,39394.45,3
2025-10-20,CR3,310292,N,2026,Ford,Mustang,58,29547.13,30010.28,4
2025-10-20,CR3,310293,N,2026,Ford,Bronco,50,41571.69,44992.78,0
2025-10-20,CR3,310294,N,2026,Ford,Super Duty,55,38507.62,39192.40,2
2025-10-20,CR3,310298,N,2026,Ford,Expedition,52,38453.60,40012.11,1
2025-10-20,CR3,310299,U,2017,Hyundai,Elantra,66,7072.70,7768.39,1
2025-10-20,CR3,310301,U,2025,Ford,Mustang,59,23354.39,25412.41,1
2025-10-20,CR3,310302,N,2026,Ford,Expedition,67,36288.07,37467.84,2
