store_code,report_date,unit_count,deal_count,new_units,used_units,front_gross,fi_gross,total_gross,doc_fee
CR1,2026-08-13,6,6,2,4,11402.04,9396.31,"20,798.35",4994.00
CR1,2026-08-14,13,13,8,5,29020.21,20105.74,"49,125.95",9787.00
CR1,2026-08-15,12,12,10,2,23438.31,13285.92,"36,724.23",9188.00
CR1,2026-08-16,0,0,0,0,0.00,0.00,0.00,0.00
CR1,2026-08-17,8,8,2,6,16758.06,11280.55,"28,038.61",6692.00
CR1,2026-08-18,10,10,7,3,24743.93,11410.22,"36,154.15",7990.00
CR1,2026-08-19,8,8,5,3,17126.66,9223.53,"26,350.19",5992.00
CR1,2026-08-20,8,8,4,4,11901.29,10263.88,"22,165.17",6392.00
CR1,2026-08-21,11,11,9,2,23361.51,11215.11,"34,576.62",8289.00
CR1,2026-08-22,12,12,9,3,21890.77,20424.45,"42,315.22",9288.00
CR1,2026-08-23,0,0,0,0,0.00,0.00,0.00,0.00
CR1,2026-08-24,11,11,9,2,20335.54,14310.77,"34,646.31",8089.00
CR1,2026-08-25,10,10,4,6,20086.78,17444.68,"37,531.46",7390.00
CR1,2026-08-26,9,9,5,4,20213.41,17085.81,"37,299.22",7291.00
CR1,2026-08-27,6,6,3,3,9623.45,10873.16,"20,496.61",4494.00
CR1,2026-08-28,6,6,5,1,14767.88,8986.23,"23,754.11",4694.00
CR1,2026-08-29,10,10,5,5,27373.51,17443.16,"44,816.67",7690.00
CR1,2026-08-30,0,0,0,0,0.00,0.00,0.00,0.00
CR1,2026-08-31,4,4,1,3,6898.35,5003.39,"11,901.74",3096.00
CR1,2026-09-01,7,7,5,2,11964.56,7356.20,"19,320.76",5193.00
CR1,2026-09-02,8,8,7,1,11831.30,9081.02,"20,912.32",6092.00
CR1,2026-09-03,5,5,3,2,9710.36,7831.16,"17,541.52",3895.00
CR1,2026-09-04,9,9,6,3,23454.98,13277.35,"36,732.33",6591.00
CR1,2026-09-05,12,12,7,5,26466.82,14603.79,"41,070.61",8988.00
CR2,2025-09-01,6,6,4,2,14341.10,7392.64,"21,733.74",4294.00
CR2,2025-09-02,2,2,0,2,3297.55,4495.45,"7,793.00",1498.00
CR2,2025-09-03,3,3,0,3,5715.95,3662.05,"9,378.00",2197.00
CR2,2025-09-04,5,5,4,1,6612.88,6950.59,"13,563.47",3595.00
CR2,2025-09-05,5,5,4,1,12302.22,6351.76,"18,653.98",3495.00
CR2,2025-09-06,5,5,3,2,6431.72,7620.14,"14,051.86",3695.00
CR2,2025-09-07,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-09-08,4,4,3,1,4045.63,5663.83,"9,709.46",3496.00
CR2,2025-09-09,8,8,4,4,20254.64,13422.02,"33,676.66",6092.00
CR2,2025-09-10,1,1,0,1,3973.27,2474.55,"6,447.82",899.00
CR2,2025-09-11,2,2,0,2,5936.65,1639.24,"7,575.89",1398.00
CR2,2025-09-12,7,7,7,0,19131.42,17039.54,"36,170.96",5393.00
CR2,2025-09-13,5,5,4,1,3402.43,7019.68,"10,422.11",3895.00
CR2,2025-09-14,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-09-15,2,2,2,0,4236.77,3477.59,"7,714.36",1598.00
CR2,2025-09-16,4,4,1,3,8876.12,4904.41,"13,780.53",3196.00
CR2,2025-09-17,5,5,3,2,9091.36,7467.97,"16,559.33",3695.00
CR2,2025-09-18,1,1,0,1,1484.52,1590.35,"3,074.87",699.00
CR2,2025-09-19,5,5,4,1,10598.67,4270.50,"14,869.17",3895.00
CR2,2025-09-20,4,4,2,2,7430.42,3769.01,"11,199.43",3196.00
CR2,2025-09-21,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-09-22,6,6,5,1,13361.04,7862.18,"21,223.22",4494.00
CR2,2025-09-23,5,5,4,1,11354.33,2881.74,"14,236.07",4095.00
CR2,2025-09-24,4,4,2,2,5463.68,6331.19,"11,794.87",2996.00
CR2,2025-09-25,3,3,3,0,4707.03,2388.46,"7,095.49",2097.00
CR2,2025-09-26,7,7,3,4,13635.72,7548.48,"21,184.20",5293.00
CR2,2025-09-27,9,9,3,6,16474.48,14498.28,"30,972.76",7091.00
CR2,2025-09-28,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-09-29,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-09-30,6,6,2,4,14612.83,8557.04,"23,169.87",5194.00
CR2,2025-10-01,6,6,4,2,12196.33,8304.04,"20,500.37",4794.00
CR2,2025-10-02,7,7,1,6,19180.97,10711.78,"29,892.75",4993.00
CR2,2025-10-03,4,4,2,2,8538.23,7877.78,"16,416.01",2996.00
CR2,2025-10-04,6,6,4,2,8612.93,7109.05,"15,721.98",4394.00
CR2,2025-10-05,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-10-06,5,5,4,1,5348.92,6317.51,"11,666.43",3995.00
CR2,2025-10-07,8,8,4,4,10945.65,10722.06,"21,667.71",6092.00
CR2,2025-10-08,5,5,2,3,12459.95,6808.09,"19,268.04",3995.00
CR2,2025-10-09,8,8,7,1,11724.65,12403.47,"24,128.12",5792.00
CR2,2025-10-10,7,7,5,2,13926.99,10953.97,"24,880.96",5193.00
CR2,2025-10-11,9,9,4,5,21211.93,11766.69,"32,978.62",7191.00
CR2,2025-10-12,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-10-13,3,3,1,2,6682.59,1594.35,"8,276.94",2297.00
CR2,2025-10-14,1,1,1,0,1774.46,2049.11,"3,823.57",799.00
CR2,2025-10-15,1,1,1,0,2452.77,298.17,"2,750.94",899.00
CR2,2025-10-16,4,4,2,2,5688.24,4214.64,"9,902.88",2896.00
CR2,2025-10-17,2,2,0,2,5988.02,2243.63,"8,231.65",1598.00
CR2,2025-10-18,8,8,5,3,11636.17,11197.79,"22,833.96",6292.00
CR2,2025-10-19,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-10-20,5,5,3,2,12684.08,5193.97,"17,878.05",4195.00
CR2,2025-10-21,5,5,3,2,5185.15,9711.67,"14,896.82",3895.00
CR2,2025-10-22,3,3,2,1,4121.24,5352.61,"9,473.85",2497.00
CR2,2025-10-23,4,4,2,2,7955.13,6806.11,"14,761.24",3496.00
CR2,2025-10-24,5,5,4,1,9114.08,7719.67,"16,833.75",3695.00
CR2,2025-10-25,6,6,4,2,13043.05,6051.16,"19,094.21",4194.00
CR2,2025-10-26,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-10-27,5,5,3,2,11060.65,5049.53,"16,110.18",3795.00
CR2,2025-10-28,5,5,3,2,8244.21,9081.96,"17,326.17",3595.00
CR2,2025-10-29,2,2,2,0,2293.80,1900.61,"4,194.41",1698.00
CR2,2025-10-30,3,3,1,2,5582.44,4683.67,"10,266.11",2297.00
CR2,2025-10-31,4,4,2,2,8229.87,7904.41,"16,134.28",2896.00
CR2,2025-11-01,6,6,2,4,12328.19,6730.17,"19,058.36",4694.00
CR2,2025-11-02,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-11-03,2,2,1,1,-245.60,1878.82,"1,633.22",1498.00
CR2,2025-11-04,1,1,0,1,2243.45,643.14,"2,886.59",899.00
CR2,2025-11-05,3,3,1,2,4826.76,3139.95,"7,966.71",2697.00
CR2,2025-11-06,5,5,4,1,10224.01,6419.67,"16,643.68",3795.00
CR2,2025-11-07,8,8,5,3,13626.84,8360.41,"21,987.25",6392.00
CR2,2025-11-08,6,6,5,1,14107.64,7533.10,"21,640.74",4294.00
CR2,2025-11-09,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-11-10,1,1,0,1,3003.48,1266.29,"4,269.77",699.00
CR2,2025-11-11,4,4,1,3,11751.79,7934.21,"19,686.00",3196.00
CR2,2025-11-12,6,6,5,1,10430.21,5467.72,"15,897.93",4794.00
CR2,2025-11-13,5,5,4,1,10332.62,8013.72,"18,346.34",3995.00
CR2,2025-11-14,3,3,2,1,4698.18,4636.09,"9,334.27",2097.00
CR2,2025-11-15,9,9,6,3,13318.71,9576.72,"22,895.43",6491.00
CR2,2025-11-16,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-11-17,4,4,3,1,5482.82,5341.29,"10,824.11",3296.00
CR2,2025-11-18,3,3,1,2,5570.75,5432.26,"11,003.01",2497.00
CR2,2025-11-19,5,5,2,3,10396.99,5585.69,"15,982.68",3895.00
CR2,2025-11-20,4,4,1,3,10129.41,3232.47,"13,361.88",3096.00
CR2,2025-11-21,5,5,4,1,10618.98,8799.65,"19,418.63",3895.00
CR2,2025-11-22,6,6,3,3,12531.53,7574.71,"20,106.24",4694.00
CR2,2025-11-23,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-11-24,3,3,1,2,7515.26,4698.62,"12,213.88",2297.00
CR2,2025-11-25,7,7,5,2,16434.00,7278.39,"23,712.39",5393.00
CR2,2025-11-26,3,3,2,1,5428.89,6587.17,"12,016.06",2197.00
CR2,2025-11-27,6,6,3,3,14048.78,5270.21,"19,318.99",4494.00
CR2,2025-11-28,4,4,4,0,7053.72,3532.46,"10,586.18",2896.00
CR2,2025-11-29,4,4,3,1,6011.98,4207.48,"10,219.46",2896.00
CR2,2025-11-30,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-12-01,5,5,4,1,4588.04,8916.89,"13,504.93",3895.00
CR2,2025-12-02,9,9,6,3,27579.23,11282.05,"38,861.28",6991.00
CR2,2025-12-03,3,3,1,2,5120.42,3144.74,"8,265.16",2297.00
CR2,2025-12-04,4,4,3,1,9403.98,7339.73,"16,743.71",3596.00
CR2,2025-12-05,8,8,6,2,18753.26,10723.45,"29,476.71",6192.00
CR2,2025-12-06,3,3,3,0,4763.33,3545.54,"8,308.87",2197.00
CR2,2025-12-07,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-12-08,4,4,3,1,6708.20,4310.49,"11,018.69",3096.00
CR2,2025-12-09,6,6,0,6,14103.20,7071.15,"21,174.35",4394.00
CR2,2025-12-10,6,6,2,4,15117.68,6063.73,"21,181.41",4994.00
CR2,2025-12-11,6,6,4,2,13663.36,2492.45,"16,155.81",4594.00
CR2,2025-12-12,7,7,6,1,636.32,7203.47,"7,839.79",5293.00
CR2,2025-12-13,8,8,4,4,14629.33,10580.67,"25,210.00",6292.00
CR2,2025-12-14,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-12-15,5,5,2,3,10017.09,5110.33,"15,127.42",3795.00
CR2,2025-12-16,3,3,2,1,7624.37,1629.70,"9,254.07",2497.00
CR2,2025-12-17,3,3,3,0,4751.79,4577.08,"9,328.87",2097.00
CR2,2025-12-18,4,4,3,1,10654.76,5319.60,"15,974.36",3196.00
CR2,2025-12-19,8,8,7,1,18335.95,12151.83,"30,487.78",6092.00
CR2,2025-12-20,9,9,4,5,20063.93,8328.82,"28,392.75",6891.00
CR2,2025-12-21,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-12-22,3,3,2,1,7285.60,4337.57,"11,623.17",2097.00
CR2,2025-12-23,9,9,5,4,21599.79,8190.71,"29,790.50",6991.00
CR2,2025-12-24,2,2,1,1,2426.12,3332.19,"5,758.31",1698.00
CR2,2025-12-25,6,6,3,3,15423.06,6200.04,"21,623.10",4994.00
CR2,2025-12-26,5,5,3,2,8297.02,7783.18,"16,080.20",3895.00
CR2,2025-12-27,7,7,5,2,12811.18,8473.26,"21,284.44",5593.00
CR2,2025-12-28,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2025-12-29,4,4,0,4,9146.17,6023.50,"15,169.67",3196.00
CR2,2025-12-30,5,5,2,3,13275.77,5880.27,"19,156.04",3695.00
CR2,2025-12-31,4,4,1,3,11501.82,6241.47,"17,743.29",3196.00
CR2,2026-01-01,3,3,2,1,2589.78,7436.19,"10,025.97",2297.00
CR2,2026-01-02,4,4,2,2,7612.62,7634.11,"15,246.73",3196.00
CR2,2026-01-03,6,6,5,1,12936.95,7541.60,"20,478.55",4594.00
CR2,2026-01-04,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-01-05,6,6,2,4,12818.06,8337.39,"21,155.45",4494.00
CR2,2026-01-06,2,2,1,1,3121.11,242.82,"3,363.93",1598.00
CR2,2026-01-07,4,4,0,4,16321.19,4717.54,"21,038.73",2896.00
CR2,2026-01-08,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-01-09,3,3,3,0,1759.03,2735.32,"4,494.35",2197.00
CR2,2026-01-10,8,8,3,5,15904.25,6854.21,"22,758.46",6092.00
CR2,2026-01-11,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-01-12,7,7,2,5,12261.52,10034.45,"22,295.97",5393.00
CR2,2026-01-13,2,2,0,2,6644.13,2263.29,"8,907.42",1598.00
CR2,2026-01-14,1,1,0,1,4785.88,532.14,"5,318.02",699.00
CR2,2026-01-15,4,4,4,0,7863.59,6372.56,"14,236.15",3196.00
CR2,2026-01-16,3,3,1,2,6309.15,964.64,"7,273.79",2697.00
CR2,2026-01-17,4,4,3,1,10820.08,2647.66,"13,467.74",3196.00
CR2,2026-01-18,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-01-19,5,5,3,2,8991.28,6221.16,"15,212.44",4195.00
CR2,2026-01-20,2,2,0,2,6432.84,2428.58,"8,861.42",1498.00
CR2,2026-01-21,1,1,1,0,-257.47,1032.20,774.73,899.00
CR2,2026-01-22,4,4,4,0,1128.49,7489.46,"8,617.95",3296.00
CR2,2026-01-23,4,4,1,3,10941.52,9762.62,"20,704.14",3196.00
CR2,2026-01-24,2,2,0,2,5232.64,5347.56,"10,580.20",1798.00
CR2,2026-01-25,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-01-26,3,3,1,2,5902.95,477.84,"6,380.79",2497.00
CR2,2026-01-27,3,3,3,0,3368.35,6711.74,"10,080.09",2197.00
CR2,2026-01-28,5,5,4,1,10443.30,6913.28,"17,356.58",3795.00
CR2,2026-01-29,4,4,3,1,9505.43,5961.01,"15,466.44",3496.00
CR2,2026-01-30,8,8,6,2,12356.76,9802.64,"22,159.40",6292.00
CR2,2026-01-31,6,6,4,2,10474.50,5624.58,"16,099.08",4394.00
CR2,2026-02-01,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-02-02,2,2,2,0,6553.69,1771.85,"8,325.54",1398.00
CR2,2026-02-03,2,2,1,1,4173.50,4076.09,"8,249.59",1398.00
CR2,2026-02-04,5,5,1,4,13414.90,6572.58,"19,987.48",3795.00
CR2,2026-02-05,3,3,2,1,8021.72,6216.68,"14,238.40",2497.00
CR2,2026-02-06,6,6,4,2,8643.41,7964.43,"16,607.84",4494.00
CR2,2026-02-07,7,7,6,1,8230.71,10952.55,"19,183.26",5393.00
CR2,2026-02-08,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-02-09,3,3,2,1,7447.55,4876.16,"12,323.71",2597.00
CR2,2026-02-10,3,3,2,1,4871.23,1983.79,"6,855.02",2297.00
CR2,2026-02-11,5,5,3,2,6997.85,2638.48,"9,636.33",3995.00
CR2,2026-02-12,3,3,2,1,2473.68,3830.61,"6,304.29",2197.00
CR2,2026-02-13,1,1,1,0,3217.78,183.64,"3,401.42",699.00
CR2,2026-02-14,2,2,1,1,1856.82,2305.49,"4,162.31",1398.00
CR2,2026-02-15,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-02-16,3,3,1,2,5728.58,6019.48,"11,748.06",2497.00
CR2,2026-02-17,4,4,2,2,4003.95,4572.40,"8,576.35",2796.00
CR2,2026-02-18,4,4,1,3,3079.79,6481.53,"9,561.32",2996.00
CR2,2026-02-19,3,3,2,1,8646.95,5222.36,"13,869.31",2597.00
CR2,2026-02-20,3,3,1,2,6238.88,6387.16,"12,626.04",2297.00
CR2,2026-02-21,6,6,3,3,10879.89,7637.40,"18,517.29",4194.00
CR2,2026-02-22,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-02-23,5,5,4,1,11868.20,7071.45,"18,939.65",3995.00
CR2,2026-02-24,1,1,0,1,4340.49,1659.07,"5,999.56",899.00
CR2,2026-02-25,3,3,3,0,5491.01,1847.76,"7,338.77",2297.00
CR2,2026-02-26,4,4,1,3,13056.18,5850.98,"18,907.16",3396.00
CR2,2026-02-27,6,6,5,1,10076.86,4469.22,"14,546.08",4394.00
CR2,2026-02-28,6,6,2,4,15942.23,5954.60,"21,896.83",4794.00
CR2,2026-03-01,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-03-02,3,3,0,3,6913.29,4055.01,"10,968.30",2597.00
CR2,2026-03-03,3,3,2,1,6239.76,2608.71,"8,848.47",2197.00
CR2,2026-03-04,4,4,3,1,8388.05,6506.39,"14,894.44",3196.00
CR2,2026-03-05,4,4,2,2,10719.26,3867.87,"14,587.13",3096.00
CR2,2026-03-06,7,7,3,4,15380.82,9314.67,"24,695.49",5393.00
CR2,2026-03-07,8,8,4,4,20015.71,12715.89,"32,731.60",6092.00
CR2,2026-03-08,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-03-09,7,7,2,5,16993.41,9193.91,"26,187.32",5193.00
CR2,2026-03-10,2,2,1,1,3329.81,2651.24,"5,981.05",1398.00
CR2,2026-03-11,4,4,3,1,5345.28,4957.34,"10,302.62",2896.00
CR2,2026-03-12,4,4,3,1,6705.16,3655.99,"10,361.15",3096.00
CR2,2026-03-13,2,2,1,1,4794.69,4298.05,"9,092.74",1498.00
CR2,2026-03-14,7,7,4,3,17414.25,10021.66,"27,435.91",5593.00
CR2,2026-03-15,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-03-16,6,6,3,3,17531.59,4004.11,"21,535.70",4794.00
CR2,2026-03-17,3,3,1,2,6501.55,2254.87,"8,756.42",2297.00
CR2,2026-03-18,5,5,4,1,7857.73,6878.04,"14,735.77",3795.00
CR2,2026-03-19,5,5,2,3,11341.14,2369.03,"13,710.17",3695.00
CR2,2026-03-20,6,6,2,4,14415.22,8838.83,"23,254.05",4694.00
CR2,2026-03-21,11,11,6,5,22361.24,15092.03,"37,453.27",8789.00
CR2,2026-03-22,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-03-23,3,3,2,1,4176.99,6093.76,"10,270.75",2497.00
CR2,2026-03-24,5,5,2,3,14178.08,10293.66,"24,471.74",3795.00
CR2,2026-03-25,5,5,4,1,11211.52,6816.78,"18,028.30",3795.00
CR2,2026-03-26,7,7,5,2,13785.33,12762.76,"26,548.09",5593.00
CR2,2026-03-27,6,6,4,2,12536.46,8172.26,"20,708.72",4594.00
CR2,2026-03-28,6,6,3,3,9812.20,7353.66,"17,165.86",4794.00
CR2,2026-03-29,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-03-30,4,4,1,3,10923.94,7386.99,"18,310.93",3296.00
CR2,2026-03-31,5,5,5,0,4018.89,10413.13,"14,432.02",3895.00
CR2,2026-04-01,1,1,0,1,2000.68,1889.02,"3,889.70",899.00
CR2,2026-04-02,2,2,0,2,6511.12,2656.36,"9,167.48",1398.00
CR2,2026-04-03,2,2,0,2,5257.04,1766.62,"7,023.66",1498.00
CR2,2026-04-04,8,8,7,1,13117.32,14606.26,"27,723.58",6192.00
CR2,2026-04-05,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-04-06,6,6,4,2,12143.50,9243.73,"21,387.23",4494.00
CR2,2026-04-07,4,4,2,2,6561.08,4601.98,"11,163.06",3196.00
CR2,2026-04-08,7,7,2,5,16287.50,11551.19,"27,838.69",5193.00
CR2,2026-04-09,2,2,2,0,1627.73,1460.47,"3,088.20",1598.00
CR2,2026-04-10,6,6,5,1,10609.09,8872.49,"19,481.58",4794.00
CR2,2026-04-11,7,7,5,2,18855.94,14027.78,"32,883.72",5493.00
CR2,2026-04-12,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-04-13,5,5,2,3,8050.85,8287.93,"16,338.78",3895.00
CR2,2026-04-14,5,5,3,2,8536.93,8083.86,"16,620.79",3995.00
CR2,2026-04-15,6,6,3,3,19294.38,8767.76,"28,062.14",4594.00
CR2,2026-04-16,2,2,2,0,4080.24,1986.00,"6,066.24",1398.00
CR2,2026-04-17,4,4,3,1,9156.67,4099.05,"13,255.72",2796.00
CR2,2026-04-18,6,6,3,3,11321.72,14234.71,"25,556.43",4394.00
CR2,2026-04-19,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-04-20,3,3,3,0,5489.20,4682.93,"10,172.13",2397.00
CR2,2026-04-21,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-04-22,4,4,3,1,2964.52,5156.02,"8,120.54",2896.00
CR2,2026-04-23,6,6,2,4,13152.60,7403.49,"20,556.09",4794.00
CR2,2026-04-24,6,6,4,2,14310.45,9706.30,"24,016.75",4494.00
CR2,2026-04-25,7,7,1,6,13849.58,7329.55,"21,179.13",5293.00
CR2,2026-04-26,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-04-27,8,8,6,2,19746.59,10696.39,"30,442.98",6192.00
CR2,2026-04-28,4,4,3,1,11410.34,2611.26,"14,021.60",3296.00
CR2,2026-04-29,6,6,4,2,14257.85,3151.71,"17,409.56",4494.00
CR2,2026-04-30,4,4,2,2,6680.42,5006.34,"11,686.76",3096.00
CR2,2026-05-01,8,8,3,5,21055.74,7770.24,"28,825.98",6192.00
CR2,2026-05-02,3,3,1,2,5279.69,1280.70,"6,560.39",2297.00
CR2,2026-05-03,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-05-04,5,5,4,1,8798.48,4924.24,"13,722.72",3995.00
CR2,2026-05-05,4,4,4,0,7801.02,2876.28,"10,677.30",3396.00
CR2,2026-05-06,4,4,2,2,10122.92,6320.51,"16,443.43",3396.00
CR2,2026-05-07,6,6,1,5,12220.21,7038.23,"19,258.44",4894.00
CR2,2026-05-08,8,8,5,3,17127.29,11635.57,"28,762.86",6192.00
CR2,2026-05-09,12,12,5,7,30370.19,16370.26,"46,740.45",9288.00
CR2,2026-05-10,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-05-11,5,5,2,3,10400.92,5633.50,"16,034.42",3695.00
CR2,2026-05-12,3,3,2,1,6031.00,4376.86,"10,407.86",2397.00
CR2,2026-05-13,6,6,5,1,5325.08,7487.92,"12,813.00",4594.00
CR2,2026-05-14,4,4,4,0,5051.94,6090.86,"11,142.80",3296.00
CR2,2026-05-15,8,8,6,2,13526.04,10221.31,"23,747.35",6492.00
CR2,2026-05-16,6,6,2,4,12291.04,6827.47,"19,118.51",4794.00
CR2,2026-05-17,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-05-18,6,6,3,3,14959.78,8417.35,"23,377.13",4394.00
CR2,2026-05-19,2,2,0,2,3735.37,2727.19,"6,462.56",1498.00
CR2,2026-05-20,6,6,4,2,10909.92,7083.83,"17,993.75",4594.00
CR2,2026-05-21,1,1,1,0,981.87,509.72,"1,491.59",699.00
CR2,2026-05-22,6,6,3,3,13151.04,9499.29,"22,650.33",4394.00
CR2,2026-05-23,9,9,6,3,24349.37,12302.78,"36,652.15",6791.00
CR2,2026-05-24,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-05-25,9,9,5,4,18225.96,8530.50,"26,756.46",7291.00
CR2,2026-05-26,4,4,1,3,11388.77,6648.22,"18,036.99",3196.00
CR2,2026-05-27,8,8,7,1,14357.43,9083.36,"23,440.79",6292.00
CR2,2026-05-28,8,8,4,4,9815.19,11140.40,"20,955.59",6592.00
CR2,2026-05-29,7,7,3,4,13472.89,5718.13,"19,191.02",5493.00
CR2,2026-05-30,6,6,2,4,16248.05,7340.33,"23,588.38",4894.00
CR2,2026-05-31,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-06-01,8,8,6,2,15156.62,12560.33,"27,716.95",6592.00
CR2,2026-06-02,3,3,3,0,1616.65,2436.65,"4,053.30",2497.00
CR2,2026-06-03,5,5,3,2,11126.54,11355.17,"22,481.71",3795.00
CR2,2026-06-04,8,8,5,3,12092.89,7166.48,"19,259.37",6192.00
CR2,2026-06-05,5,5,3,2,13254.20,5059.61,"18,313.81",4395.00
CR2,2026-06-06,7,7,3,4,20481.15,9299.82,"29,780.97",5493.00
CR2,2026-06-07,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-06-08,7,7,3,4,15902.98,9493.24,"25,396.22",5193.00
CR2,2026-06-09,6,6,5,1,9273.16,5069.05,"14,342.21",4394.00
CR2,2026-06-10,2,2,1,1,2665.46,3047.37,"5,712.83",1398.00
CR2,2026-06-11,5,5,2,3,9759.39,7685.70,"17,445.09",3795.00
CR2,2026-06-12,7,7,3,4,18018.11,9364.51,"27,382.62",5093.00
CR2,2026-06-13,8,8,6,2,14832.30,14046.52,"28,878.82",6092.00
CR2,2026-06-14,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-06-15,6,6,2,4,15549.36,5419.59,"20,968.95",4494.00
CR2,2026-06-16,4,4,3,1,10033.47,2887.97,"12,921.44",3296.00
CR2,2026-06-17,5,5,3,2,12706.63,5513.00,"18,219.63",3795.00
CR2,2026-06-18,5,5,2,3,11187.40,3155.35,"14,342.75",3595.00
CR2,2026-06-19,6,6,2,4,18355.54,7024.66,"25,380.20",4694.00
CR2,2026-06-20,5,5,4,1,9728.59,8196.02,"17,924.61",3895.00
CR2,2026-06-21,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-06-22,4,4,3,1,8143.71,5688.03,"13,831.74",3096.00
CR2,2026-06-23,2,2,2,0,676.19,4486.21,"5,162.40",1498.00
CR2,2026-06-24,3,3,1,2,3299.56,3135.23,"6,434.79",2097.00
CR2,2026-06-25,3,3,2,1,3575.43,3798.14,"7,373.57",2397.00
CR2,2026-06-26,2,2,1,1,5615.34,4166.44,"9,781.78",1598.00
CR2,2026-06-27,11,11,7,4,17691.85,14413.28,"32,105.13",8889.00
CR2,2026-06-28,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-06-29,7,7,4,3,15080.80,8605.94,"23,686.74",5393.00
CR2,2026-06-30,4,4,2,2,10071.39,5339.27,"15,410.66",2996.00
CR2,2026-07-01,5,5,4,1,5095.23,8327.53,"13,422.76",3895.00
CR2,2026-07-02,5,5,3,2,14107.60,7590.63,"21,698.23",3995.00
CR2,2026-07-03,6,6,4,2,15875.10,8332.85,"24,207.95",4894.00
CR2,2026-07-04,5,5,4,1,10941.14,7584.97,"18,526.11",3895.00
CR2,2026-07-05,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-07-06,5,5,4,1,8904.21,7214.66,"16,118.87",3895.00
CR2,2026-07-07,5,5,2,3,11489.07,8779.82,"20,268.89",3795.00
CR2,2026-07-08,3,3,2,1,5317.64,5251.27,"10,568.91",2097.00
CR2,2026-07-09,4,4,3,1,8306.68,4055.02,"12,361.70",3396.00
CR2,2026-07-10,6,6,2,4,11147.99,11293.07,"22,441.06",4694.00
CR2,2026-07-11,9,9,6,3,24742.47,7703.04,"32,445.51",7291.00
CR2,2026-07-12,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-07-13,5,5,3,2,7635.07,5281.21,"12,916.28",3595.00
CR2,2026-07-14,1,1,1,0,1140.38,1358.13,"2,498.51",699.00
CR2,2026-07-15,3,3,3,0,2704.33,5068.77,"7,773.10",2297.00
CR2,2026-07-16,3,3,1,2,5449.72,5338.23,"10,787.95",2197.00
CR2,2026-07-17,4,4,1,3,9303.13,7365.45,"16,668.58",3196.00
CR2,2026-07-18,7,7,5,2,14966.88,9512.48,"24,479.36",5393.00
CR2,2026-07-19,0,0,0,0,0.00,0.00,0.00,0.00
CR2,2026-07-20,6,6,5,1,5491.74,6728.64,"12,220.38",4494.00
CR2,2026-07-21,2,2,1,1,5386.08,4879.21,"10,265.29",1798.00
